1000 50 24050
50 51 123 544
56 66 974 530
75 52 195 524
69 63 884 521
70 66 280 519
78 59 887 517
85 54 737 515
51 101 859 513
100 57 799 502
74 93 255 499
97 68 517 497
62 116 124 496
73 102 295 495
85 85 536 495
51 137 135 494
87 86 911 493
85 96 482 489
120 54 569 489
113 69 864 484
113 74 760 481
71 131 155 480
138 51 498 478
98 98 256 477
143 50 902 475
66 153 284 473
90 116 610 473
92 116 57 471
119 85 191 469
91 121 452 469
121 85 210 467
55 187 403 467
56 187 967 466
59 183 230 465
150 57 244 465
146 61 445 465
117 93 714 465
61 180 731 465
86 137 508 464
135 75 956 464
137 73 609 463
123 89 979 463
80 150 990 463
142 74 110 459
94 139 208 457
102 127 338 457
85 154 597 456
98 136 140 455
68 188 811 455
65 195 305 454
147 78 182 453
71 189 467 452
77 179 823 451
89 160 828 450
70 198 246 449
150 82 301 448
169 63 942 448
113 129 83 447
84 174 189 447
116 124 313 447
86 173 10 446
120 121 368 446
64 218 728 446
53 252 94 445
132 106 106 445
135 103 418 445
94 162 436 444
50 270 769 442
60 242 21 441
96 166 664 441
91 173 834 441
119 131 638 440
133 113 657 440
169 75 393 439
139 108 490 439
118 139 568 437
120 135 667 437
170 78 948 436
171 80 560 434
193 63 719 432
58 494 605 431
60 281 344 430
74 238 300 429
56 475 335 429
129 136 710 429
168 90 720 429
163 98 146 427
88 210 422 427
130 139 464 427
58 303 647 427
159 106 30 425
132 140 81 425
164 100 401 425
59 315 439 424
54 356 45 423
137 136 71 423
165 103 342 423
67 498 345 423
56 436 480 423
54 371 47 422
58 329 509 422
64 478 734 422
56 410 91 421
214 59 774 421
107 186 817 421
136 140 821 421
76 261 389 420
151 123 492 420
94 215 515 420
58 354 285 419
192 81 525 419
166 107 815 419
97 210 840 419
57 389 858 419
210 65 975 419
133 151 533 417
84 247 628 417
62 336 993 417
68 469 114 416
197 81 270 416
60 392 458 416
61 367 909 416
62 356 84 415
126 166 352 415
234 52 446 415
76 496 158 414
189 91 187 414
68 461 333 414
65 337 835 414
65 426 430 413
76 285 792 413
83 263 937 413
144 145 872 412
164 120 916 412
66 367 319 411
79 284 491 411
89 252 663 411
132 166 139 410
200 86 503 410
75 471 354 409
77 476 24 408
77 304 289 408
79 482 415 408
70 351 455 408
250 51 733 407
231 65 698 406
97 243 958 406
145 158 132 404
82 300 348 404
125 190 404 403
112 215 454 403
211 85 816 403
74 423 891 403
78 323 982 403
171 125 984 403
85 294 470 402
75 358 473 402
91 272 572 402
75 366 764 402
168 131 906 402
199 98 908 402
214 86 19 401
231 71 472 401
86 482 715 401
88 488 133 400
88 290 682 400
85 468 86 399
89 293 198 399
81 337 725 398
259 55 805 398
230 78 103 397
81 345 504 397
82 344 829 397
84 446 221 396
85 450 388 396
218 88 433 396
97 500 304 395
87 459 336 395
247 67 579 395
178 131 38 394
175 135 239 394
102 264 860 394
86 340 311 393
175 137 420 393
123 216 622 393
92 305 654 393
85 429 678 393
234 80 599 392
255 67 109 391
93 470 154 391
96 298 249 391
188 125 460 391
104 268 564 391
282 50 804 391
89 442 995 391
90 336 257 390
171 146 277 390
110 253 457 390
145 182 615 390
98 475 6 388
89 414 238 388
153 176 621 387
212 106 754 387
143 192 905 387
91 415 4 386
110 267 118 386
100 476 680 386
131 216 765 386
111 268 112 385
274 61 318 385
161 167 588 385
131 217 934 385
157 176 463 384
92 388 562 384
190 133 576 384
108 497 863 384
126 234 169 383
222 102 312 383
241 86 468 383
98 330 900 383
107 288 969 383
95 368 88 382
96 427 315 382
102 318 408 381
181 148 432 381
99 443 559 381
296 53 716 381
184 145 751 381
143 203 818 381
177 154 871 380
101 451 988 380
105 468 65 379
184 148 314 379
111 288 750 379
101 436 317 378
119 264 614 378
297 56 648 378
238 97 172 377
152 196 180 377
237 97 199 377
114 496 243 377
110 479 898 377
104 326 973 377
116 499 77 376
159 187 786 376
171 171 619 375
104 427 743 374
115 485 767 374
119 278 846 374
103 418 915 374
274 75 411 373
262 83 634 373
112 472 685 373
120 500 745 373
320 50 972 373
105 359 507 372
114 309 44 371
165 187 679 371
134 245 888 371
163 189 955 371
142 230 5 370
109 346 79 370
119 487 231 370
121 285 665 370
279 77 228 369
265 86 396 369
253 95 618 369
290 72 162 368
139 240 250 368
332 50 486 368
144 231 644 368
241 106 649 368
227 118 912 368
171 184 267 367
158 206 484 367
143 236 567 366
110 371 877 366
114 339 89 365
145 234 184 365
112 365 652 365
330 56 25 364
129 280 927 364
197 157 75 363
115 425 516 363
122 309 773 363
270 90 885 363
313 66 650 362
157 220 780 361
117 416 814 360
133 280 991 360
299 77 235 359
324 64 475 359
231 126 940 359
118 383 42 358
121 435 241 358
335 60 496 358
119 360 518 358
194 170 29 357
213 148 196 357
310 73 276 357
124 451 532 357
358 52 966 357
239 123 108 356
120 405 397 356
133 294 449 356
126 329 193 355
306 77 688 355
210 155 70 354
271 100 173 354
242 124 376 354
131 467 479 354
347 59 896 354
348 60 87 353
232 134 179 353
134 475 370 353
307 79 407 353
224 142 687 353
251 117 729 353
230 136 889 353
124 373 697 352
125 408 798 352
161 232 962 352
129 336 176 351
299 86 316 351
247 124 261 350
258 117 177 349
315 79 361 349
159 242 590 349
127 403 656 349
198 179 80 348
198 180 170 348
254 121 417 348
188 193 427 348
254 121 438 348
144 288 325 347
404 50 913 347
272 109 68 346
130 406 104 346
182 207 287 346
179 211 897 346
148 279 997 346
181 210 233 345
143 480 461 345
300 92 757 345
282 104 867 345
142 306 283 344
142 308 589 344
133 359 892 344
258 124 578 343
180 216 784 343
404 54 976 343
371 64 53 342
205 182 11 341
339 77 219 341
213 172 226 341
159 263 465 341
161 262 683 340
247 141 159 338
353 74 247 338
266 125 74 337
182 224 603 337
479 52 744 337
251 138 831 337
452 53 933 337
199 199 273 336
449 54 523 336
265 128 672 336
338 84 128 335
419 59 759 335
225 167 866 335
233 158 918 335
154 300 227 334
359 76 286 334
156 484 293 334
440 57 375 334
145 433 593 334
142 378 914 334
147 329 987 334
320 95 40 333
344 83 423 333
150 458 802 333
202 199 996 333
378 72 144 332
147 435 222 332
400 66 359 332
145 360 444 332
484 57 709 332
397 67 722 332
440 59 776 332
161 283 953 332
299 109 435 331
145 393 803 331
306 105 880 331
210 192 960 331
211 193 13 330
441 61 406 330
168 272 265 329
225 176 935 329
380 75 419 328
338 91 703 328
424 66 371 327
192 226 673 327
153 344 413 326
488 63 510 326
157 321 519 326
484 64 8 325
348 90 377 325
349 91 164 324
265 143 526 324
278 134 310 323
297 120 513 323
317 108 707 323
154 399 275 322
160 453 424 322
415 73 535 322
209 210 240 321
189 245 383 321
420 73 669 321
326 106 553 320
169 299 920 320
247 169 271 318
173 292 451 318
338 103 706 318
200 232 925 318
265 153 115 317
161 428 236 317
176 492 616 317
267 153 833 315
172 472 954 315
335 108 66 314
253 170 405 313
178 480 23 312
169 447 136 312
181 491 264 312
176 305 294 312
191 263 339 312
184 279 595 312
179 297 225 311
165 386 566 311
227 205 224 310
380 94 543 310
170 439 862 310
174 451 37 308
230 203 387 308
169 368 870 308
394 92 879 308
168 399 981 308
171 352 153 307
171 352 178 307
180 308 983 307
442 85 52 306
473 83 131 306
174 440 323 306
172 420 899 306
438 86 167 305
295 143 245 305
180 314 471 305
173 363 55 304
408 93 152 304
430 89 761 304
277 161 82 303
307 138 168 303
207 249 549 303
205 254 557 303
262 175 874 303
280 158 894 303
425 91 248 302
184 461 48 301
280 161 358 301
176 366 640 301
195 492 367 299
397 101 738 299
384 106 341 298
194 295 217 297
475 92 699 297
180 416 844 297
194 296 970 297
477 92 994 297
192 474 660 296
363 115 749 296
251 196 778 296
459 94 399 295
188 324 469 295
262 187 98 294
386 109 145 294
215 253 188 294
188 446 416 294
182 388 730 294
308 149 59 293
205 500 788 293
451 97 853 293
184 374 309 292
244 211 379 292
251 203 645 292
298 158 847 292
187 426 183 291
349 127 577 291
264 189 627 291
193 457 684 291
487 99 928 290
257 201 642 289
450 101 825 289
205 486 31 288
446 103 51 288
201 302 443 288
206 289 777 288
194 442 282 287
354 129 552 287
214 271 675 287
207 488 794 287
196 454 963 287
415 110 120 286
197 452 175 286
445 106 334 285
191 397 373 285
202 309 726 285
389 118 848 285
487 105 60 284
322 150 489 284
193 393 197 283
213 285 279 283
291 175 412 283
370 127 534 283
260 206 845 283
194 403 421 282
332 146 511 282
256 213 520 282
403 117 824 282
199 342 466 281
259 210 611 281
465 108 772 281
196 360 930 281
387 124 9 280
469 109 330 280
219 278 671 280
499 110 876 280
322 156 500 279
482 110 546 279
208 313 701 279
410 118 787 279
442 112 883 279
225 267 910 279
203 332 929 279
203 444 1 278
202 359 49 276
455 114 394 276
205 339 548 276
379 131 740 276
216 298 12 275
462 114 35 275
323 160 105 275
202 410 381 275
489 114 400 275
229 267 540 275
264 215 723 274
270 210 116 273
262 221 138 272
260 223 213 272
414 124 259 272
221 485 512 272
228 500 843 272
205 374 350 271
289 194 166 270
363 144 203 270
279 204 328 270
422 124 965 270
437 123 215 269
208 393 537 268
233 277 571 268
465 121 801 268
226 295 107 267
338 161 201 267
424 127 789 267
242 262 111 266
236 275 242 266
212 364 73 265
224 308 636 265
212 374 64 264
225 468 797 263
327 174 768 262
222 447 296 261
215 397 643 261
268 231 992 261
291 206 690 260
219 360 495 259
228 314 932 259
223 341 209 258
319 184 875 258
220 371 625 257
243 283 20 256
270 237 143 256
267 241 527 256
340 172 945 256
229 326 529 255
246 500 852 255
444 136 964 255
467 136 33 253
258 260 340 253
277 233 574 253
244 288 700 253
483 136 941 253
229 441 766 252
276 238 842 251
258 267 583 250
235 451 36 249
281 234 41 249
367 165 585 249
245 300 127 248
374 163 506 248
344 179 820 248
245 475 163 246
238 450 385 246
252 288 539 246
418 150 893 246
231 408 904 246
242 318 378 245
233 368 119 244
244 466 150 244
243 463 602 244
234 422 727 244
370 169 957 244
238 435 494 242
264 273 522 242
467 148 272 241
257 288 382 241
433 152 554 241
245 454 212 240
459 150 620 240
386 168 442 239
270 267 447 239
387 167 849 239
259 289 919 239
398 164 7 238
297 232 363 238
266 277 514 238
240 422 604 238
252 308 633 238
251 311 790 238
404 164 96 236
318 214 356 236
264 285 808 236
265 495 854 236
284 254 453 235
326 208 530 235
281 257 550 235
323 210 748 235
243 413 384 234
261 296 448 234
420 162 878 234
447 157 936 234
303 233 380 233
318 218 796 233
398 169 901 233
338 202 949 232
248 355 3 231
278 270 291 231
257 320 524 230
385 178 666 230
248 415 741 229
259 318 205 228
375 185 254 228
276 280 704 228
253 436 756 228
255 334 855 228
265 474 462 227
249 395 968 227
303 244 46 226
467 163 481 226
254 346 565 226
257 332 629 226
430 168 653 226
252 410 147 225
268 474 779 225
323 224 850 225
375 189 326 224
266 464 258 223
257 416 39 221
300 255 307 221
423 174 386 221
368 196 851 221
422 175 971 221
285 499 581 220
259 419 324 219
465 170 329 219
331 225 531 219
381 192 575 219
496 172 206 218
266 330 487 218
261 427 670 218
280 482 582 217
418 180 771 217
356 210 659 216
323 237 674 216
266 344 97 215
397 189 921 215
263 404 78 214
278 470 288 214
389 193 474 214
418 186 43 211
290 488 668 211
290 292 220 210
272 338 299 210
294 285 694 210
397 196 782 209
304 271 998 209
485 181 58 208
270 421 601 208
377 206 717 208
402 197 545 206
323 253 542 205
374 211 594 205
271 398 856 205
296 480 113 202
361 223 591 202
439 190 938 202
348 234 308 201
276 410 558 201
320 266 331 199
443 194 251 198
311 280 626 198
289 324 736 198
430 197 501 197
492 193 556 197
498 194 631 196
481 193 861 196
307 486 939 195
286 416 505 192
287 365 355 191
309 482 763 191
375 228 837 190
287 376 101 189
350 250 63 188
316 290 561 188
475 201 813 188
298 447 366 187
492 204 156 186
293 355 218 186
498 205 165 185
371 237 592 185
484 204 646 185
357 249 204 184
324 286 724 184
302 445 762 183
301 436 125 181
310 318 262 181
380 235 661 181
342 269 349 180
320 476 181 179
367 248 395 178
347 266 739 178
314 318 266 177
326 483 441 177
352 262 800 177
302 417 785 176
426 220 810 176
479 214 409 175
303 360 869 175
427 221 989 175
367 253 72 174
486 215 327 174
354 266 223 173
396 236 781 173
407 231 292 172
401 234 822 172
323 465 346 171
339 492 450 171
317 453 587 171
431 224 607 171
305 391 681 171
314 442 431 170
454 222 174 168
317 336 253 168
330 305 952 168
430 230 99 166
311 408 758 166
372 260 812 166
433 229 830 166
314 419 456 165
429 231 538 165
488 225 269 164
344 486 623 164
336 474 718 164
313 380 838 163
422 237 95 161
323 338 161 161
339 305 600 161
318 421 677 161
332 321 676 159
481 230 721 159
368 273 742 158
426 240 129 157
495 233 237 157
327 437 263 157
338 463 488 157
338 315 617 157
339 465 999 157
371 274 50 156
386 262 320 156
320 393 485 156
360 284 651 156
363 283 67 155
365 281 696 155
451 237 478 154
325 414 192 153
338 456 755 153
342 463 819 153
338 324 985 153
335 447 827 152
340 456 886 152
369 281 1000 152
389 265 598 151
487 238 732 151
493 240 14 150
374 498 90 149
337 442 541 149
386 272 216 148
359 298 429 148
350 311 943 148
464 242 392 147
370 287 608 147
340 441 278 146
485 243 290 146
500 246 190 145
379 497 322 145
360 472 951 143
446 250 17 142
429 255 692 142
349 450 185 141
374 487 708 141
377 490 977 141
336 392 641 140
390 281 357 138
499 253 806 138
370 478 923 138
472 252 606 137
436 258 735 137
355 324 809 137
414 268 92 136
340 399 693 136
479 253 857 136
448 257 437 135
388 286 807 135
375 301 712 134
380 296 746 134
365 462 398 133
372 471 62 132
384 484 689 132
419 271 93 131
400 496 658 131
406 279 596 130
361 449 639 130
405 281 202 129
440 265 868 129
428 269 922 129
396 489 978 128
392 484 391 127
395 294 56 125
393 295 459 125
472 264 695 125
390 298 702 125
411 496 841 125
386 475 493 124
432 273 612 124
354 371 477 123
391 301 27 122
355 377 832 122
397 296 980 122
355 388 337 121
382 465 865 121
362 429 947 121
359 417 476 120
357 378 686 120
468 269 691 120
411 290 752 118
462 274 157 116
401 476 85 115
363 411 907 115
411 295 100 114
404 478 194 114
412 295 426 114
421 489 624 114
446 498 117 113
430 286 410 113
445 498 555 113
399 471 364 112
454 279 374 112
366 407 274 111
381 332 425 111
367 411 881 111
384 329 573 110
496 496 126 109
392 459 584 109
370 403 630 107
475 283 76 106
372 409 137 106
371 406 986 106
428 482 22 105
407 310 102 105
394 324 134 105
377 354 160 105
422 478 347 104
385 339 499 104
391 447 563 103
386 340 281 102
378 361 711 102
381 424 2 101
446 485 207 101
378 365 839 101
463 488 353 100
460 291 15 99
450 293 232 99
383 424 428 99
379 386 483 97
491 480 186 92
472 297 961 92
430 467 343 91
493 301 775 90
412 451 122 89
413 452 917 89
441 308 298 88
407 334 306 88
392 367 121 87
393 369 141 85
478 474 321 85
462 473 390 85
437 313 753 85
472 473 944 84
478 306 61 83
497 309 795 83
399 364 200 81
399 365 551 81
399 412 16 80
414 340 252 79
488 466 234 78
439 320 297 78
400 406 372 78
399 392 26 77
416 437 214 77
477 312 402 77
409 425 826 76
454 461 705 75
449 458 303 74
454 460 946 74
480 460 369 71
429 336 903 71
439 448 18 70
487 321 28 69
434 334 497 69
415 420 637 68
422 348 747 68
479 322 142 67
497 451 260 65
447 447 362 65
425 430 586 65
438 336 783 65
414 409 895 65
462 328 547 63
439 440 613 63
459 330 211 61
418 407 655 61
466 449 793 61
427 358 351 58
451 440 151 57
434 350 521 57
430 359 69 55
496 338 950 55
431 419 713 54
422 386 924 54
459 439 770 53
451 432 635 50
481 342 544 47
438 362 580 47
432 377 791 46
444 419 440 44
476 433 926 44
437 371 229 43
458 426 332 41
464 427 34 40
472 429 268 40
468 350 959 40
442 369 302 39
439 381 130 38
486 425 360 37
494 359 882 35
456 416 502 34
465 358 570 33
499 411 149 32
498 405 528 27
453 376 434 26
455 404 662 26
480 414 414 25
458 406 931 25
497 377 54 24
454 388 171 22
456 398 365 22
493 378 32 20
466 372 836 20
457 395 873 20
475 408 632 19
478 376 148 13
476 389 890 0
