1000 50 22672
495 76 481 496
479 61 263 493
496 100 846 482
495 100 230 481
490 95 583 480
486 91 785 479
464 67 176 477
458 61 589 477
494 107 854 477
465 73 174 474
449 56 948 473
482 100 264 471
488 116 771 467
470 93 122 465
458 84 241 462
437 60 349 462
443 67 904 462
437 62 857 461
466 97 663 460
500 150 818 459
462 95 89 458
489 133 718 458
453 90 94 454
431 65 339 454
431 67 323 453
477 130 542 450
409 51 443 449
437 81 426 448
483 147 506 446
491 163 807 444
430 81 31 442
454 112 820 441
397 52 837 440
477 149 972 439
446 107 419 438
470 141 783 438
433 92 861 437
440 101 905 437
399 58 931 437
476 153 195 436
443 107 978 436
453 121 290 435
483 169 942 435
494 192 881 434
475 161 605 432
454 129 68 431
468 152 71 430
377 50 25 428
433 106 97 428
461 148 386 426
490 205 297 425
451 135 598 425
385 62 193 424
382 59 630 424
419 103 98 420
492 221 910 420
471 177 989 420
388 75 390 417
419 108 393 416
426 117 514 416
446 146 354 415
498 495 359 413
356 52 705 413
486 238 377 409
484 232 840 409
434 141 927 408
482 233 51 407
453 171 337 407
390 91 607 407
475 217 163 406
439 152 406 406
411 115 825 406
400 104 149 405
485 245 463 405
489 259 505 405
430 144 55 403
444 167 152 402
466 208 464 402
497 453 619 402
474 225 784 402
399 107 899 402
470 219 16 401
418 131 736 401
487 491 797 401
500 413 523 400
385 97 317 399
398 111 411 399
498 429 575 399
458 201 407 398
496 432 750 398
496 424 81 397
481 260 132 397
477 249 648 397
493 441 54 396
448 188 298 395
486 285 524 395
457 208 454 394
445 184 734 394
488 300 834 394
436 169 917 394
495 387 155 393
473 248 312 393
483 475 470 393
325 55 613 393
380 100 847 393
484 467 17 392
459 215 982 392
490 425 291 391
479 481 528 391
493 387 586 391
483 462 284 390
492 385 855 390
384 109 975 390
445 194 660 389
490 374 153 388
474 489 283 388
400 130 361 388
326 61 431 388
431 172 970 388
477 283 124 387
488 348 262 387
481 301 374 387
389 119 614 387
486 331 731 387
488 401 891 387
418 156 78 386
468 500 170 386
408 145 305 385
432 180 417 385
447 207 504 385
435 185 823 385
481 443 936 385
400 136 223 384
410 149 231 384
480 443 372 384
317 60 893 384
370 106 159 382
317 63 46 381
439 200 350 381
472 467 800 381
481 412 949 381
342 83 299 380
408 153 540 380
482 366 595 380
334 78 285 379
412 160 626 379
481 396 944 379
314 65 364 378
474 447 693 378
419 173 821 378
381 125 43 377
466 476 441 377
475 425 787 376
459 261 817 376
431 198 450 375
474 412 96 374
350 98 388 374
398 150 539 374
459 271 304 373
425 191 385 373
367 116 429 373
449 240 690 373
470 318 762 373
462 279 890 373
345 98 95 371
422 190 460 371
471 413 958 371
362 115 529 370
320 79 627 370
352 105 676 370
399 158 791 370
288 62 280 367
469 389 674 367
457 473 856 367
358 117 655 366
320 84 681 366
396 161 311 365
466 405 346 365
424 207 622 365
381 144 117 364
456 454 10 362
462 414 205 362
370 136 332 361
323 93 863 361
407 186 370 360
306 81 960 360
373 143 537 359
456 325 166 358
274 65 53 357
410 198 469 357
454 320 553 357
458 385 20 356
450 453 308 356
342 115 401 356
442 272 751 356
301 83 950 356
454 425 211 355
452 320 643 355
448 457 816 355
457 381 947 355
424 232 321 354
243 53 435 354
272 67 508 354
337 113 538 354
456 373 624 354
311 94 76 353
453 414 827 353
274 70 889 353
442 471 44 352
305 91 700 352
451 335 720 352
310 95 295 351
413 215 371 351
453 385 527 351
421 231 572 351
351 130 687 351
280 75 799 351
414 219 187 350
259 65 448 350
452 393 473 350
228 51 547 350
292 85 658 349
449 353 105 348
436 280 526 348
263 71 902 347
432 485 939 347
251 66 142 346
320 109 292 346
437 463 588 346
443 430 830 345
426 494 120 344
277 82 194 344
431 478 234 344
220 56 118 343
335 126 156 343
338 129 849 343
424 263 119 342
379 178 157 342
283 88 213 342
395 202 353 342
357 150 550 342
410 230 752 342
208 54 416 341
422 495 662 341
432 291 964 341
439 334 59 340
442 387 243 340
425 485 714 340
362 160 611 339
338 135 777 339
388 198 257 338
293 100 26 337
425 286 212 336
424 282 649 336
372 178 686 336
256 79 754 336
401 226 360 335
437 365 684 335
314 119 983 335
432 326 125 334
311 117 702 334
293 105 128 333
429 441 344 333
368 177 585 333
412 500 758 333
211 63 953 333
430 432 207 332
427 312 809 332
336 142 835 332
429 434 836 332
421 291 56 331
359 169 179 331
157 52 227 331
186 58 327 331
58 50 592 331
431 343 635 331
384 206 72 330
431 349 515 330
431 351 604 330
250 83 610 330
421 292 882 330
332 143 245 329
431 368 536 329
262 90 640 329
417 466 33 327
429 362 576 327
418 292 707 327
337 151 832 327
227 77 180 326
136 54 557 326
399 246 375 325
330 147 378 325
285 109 689 325
215 73 776 325
315 134 325 324
61 57 701 324
425 394 154 323
425 371 804 323
396 246 225 322
148 59 399 322
421 425 559 322
422 350 242 321
423 365 249 321
362 190 439 321
304 128 845 321
421 405 82 320
376 212 147 320
421 375 478 319
391 243 545 319
421 368 728 319
394 250 841 319
387 234 943 319
413 306 963 319
190 71 992 319
63 62 7 318
217 81 77 318
344 172 146 318
241 92 246 318
365 200 453 318
418 400 23 317
397 261 703 317
180 71 786 317
116 62 898 316
325 154 906 316
343 175 102 315
406 459 115 315
151 67 222 315
296 130 756 315
392 256 907 315
88 64 40 314
190 77 296 314
378 228 599 314
155 68 967 314
173 73 287 313
104 65 650 313
415 363 667 313
399 476 929 313
415 378 991 313
414 375 418 312
243 100 544 312
232 94 775 312
414 368 839 312
144 69 998 312
284 126 134 311
398 284 201 311
354 196 768 311
248 103 995 311
346 187 814 310
72 69 913 310
394 481 920 310
356 202 239 309
245 104 256 309
127 70 519 309
388 262 596 309
386 259 13 308
407 333 316 308
172 78 743 308
259 114 343 307
379 247 319 306
282 131 338 306
402 317 594 306
328 172 656 306
256 113 858 306
86 72 990 306
401 318 66 305
226 99 220 305
185 85 356 305
175 82 387 305
406 356 838 305
388 481 389 304
199 90 552 304
335 183 749 304
402 425 766 304
325 171 952 304
391 288 475 303
111 75 955 303
347 201 69 302
191 89 272 302
400 337 402 301
389 470 824 301
402 378 324 300
196 93 472 300
329 182 699 300
380 488 138 299
385 283 761 299
353 215 915 299
344 203 957 299
380 487 971 299
398 345 112 298
390 449 121 297
248 119 790 297
242 116 980 297
205 101 80 296
111 82 113 296
256 125 137 296
187 96 442 295
278 143 131 294
395 401 151 294
91 84 482 294
293 154 549 294
63 87 661 294
389 315 911 294
394 352 571 293
286 150 763 293
110 85 968 293
377 279 192 292
108 86 415 292
337 205 530 292
178 98 279 290
64 91 333 290
89 88 669 290
356 241 143 289
385 435 369 289
388 419 436 289
184 102 597 288
390 377 986 288
107 92 103 286
363 496 106 286
292 164 313 286
388 365 414 286
388 385 697 286
63 96 688 285
310 183 900 285
381 429 221 284
367 275 271 284
365 271 394 284
78 95 445 284
363 269 150 283
379 438 250 283
378 442 265 283
255 140 580 283
373 300 215 282
358 260 303 282
177 106 328 282
355 254 425 282
367 282 591 282
356 256 636 282
144 99 921 282
316 194 956 282
226 126 6 281
326 210 99 280
317 198 161 280
352 253 737 280
377 432 778 280
82 99 885 280
365 474 887 280
364 475 458 279
257 147 261 278
355 262 721 278
158 106 916 278
261 151 616 277
371 311 826 277
192 117 209 276
222 130 365 276
151 106 451 276
173 111 781 276
370 315 144 275
370 440 235 275
204 123 716 275
184 117 673 274
367 445 183 273
347 258 229 273
