10000 500 2777408
534 4976 4938 6138
523 4947 3746 6126
529 4947 9298 6121
531 4937 2450 6113
545 4952 5050 6113
527 4927 6047 6109
531 4928 9953 6107
547 4906 4430 6080
581 4933 8831 6074
544 4889 7780 6071
566 4883 4864 6051
568 4884 3858 6050
587 4888 816 6039
556 4854 5036 6038
562 4855 6131 6035
517 4803 6246 6033
637 4928 7034 6030
598 4877 3167 6023
718 4999 6812 6021
697 4972 9385 6017
711 4961 7644 5999
550 4776 6592 5990
643 4867 2670 5983
685 4911 9116 5983
727 4947 9107 5978
770 4981 5576 5972
793 4984 9379 5957
599 4767 719 5948
681 4856 3179 5948
797 4965 5464 5941
515 4661 8892 5940
830 4989 104 5935
801 4953 3745 5930
831 4978 8654 5926
800 4942 4872 5923
652 4786 938 5922
563 4687 1429 5921
619 4748 2133 5920
849 4977 7336 5913
814 4941 1519 5912
642 4754 5106 5907
723 4840 9224 5907
785 4903 6536 5906
849 4964 382 5904
576 4674 6507 5903
552 4645 7632 5902
771 4878 6164 5899
572 4662 5488 5898
854 4960 9339 5897
781 4884 5422 5896
526 4603 8681 5894
727 4822 6022 5891
563 4640 2725 5890
754 4838 8097 5883
613 4675 1378 5876
588 4647 5394 5876
567 4611 2992 5868
507 4539 9138 5867
527 4550 71 5859
888 4935 1002 5856
566 4591 1531 5856
770 4815 6390 5856
897 4944 9603 5856
923 4961 5700 5850
694 4723 1045 5848
893 4929 3268 5848
855 4891 3325 5848
523 4529 4090 5848
651 4672 6858 5846
807 4837 1205 5844
507 4503 4961 5844
899 4925 783 5841
755 4777 2642 5840
631 4641 3668 5840
910 4928 7220 5835
980 4995 8170 5835
747 4759 3826 5834
736 4746 1324 5833
581 4570 9625 5831
651 4646 7718 5828
852 4858 5164 5827
938 4944 9724 5827
594 4574 7624 5824
846 4846 230 5823
916 4917 7972 5823
759 4755 3879 5822
660 4646 4259 5822
519 4477 1564 5818
708 4692 6280 5817
984 4966 9120 5811
760 4738 4431 5810
861 4842 8738 5809
694 4663 8745 5808
779 4754 6248 5807
526 4467 2590 5806
950 4923 1199 5804
541 4480 2271 5803
742 4704 675 5800
905 4869 7589 5797
929 4892 7260 5796
867 4827 492 5794
1040 4995 5886 5794
694 4630 2043 5786
943 4884 318 5781
776 4712 1411 5780
723 4652 648 5779
625 4541 5387 5779
1050 4983 7384 5778
835 4768 840 5776
715 4636 4764 5774
728 4650 6982 5774
961 4889 9063 5772
500 4379 4856 5771
505 4376 3976 5765
648 4542 8589 5762
710 4606 5416 5758
807 4708 9304 5755
942 4846 4743 5754
907 4809 8303 5753
559 4417 2506 5749
631 4500 8566 5747
670 4541 669 5745
664 4535 9931 5745
686 4558 9896 5744
966 4854 2633 5743
513 4351 7159 5743
705 4569 3556 5737
812 4685 5136 5736
541 4367 1193 5731
1114 4977 6626 5730
579 4409 6013 5729
950 4817 410 5728
944 4806 1890 5725
907 4764 8637 5722
840 4689 4317 5718
520 4309 3578 5712
894 4737 3923 5712
1088 4925 9638 5710
1090 4926 4091 5709
604 4407 8315 5708
963 4795 991 5704
1084 4914 6421 5704
752 4557 5662 5694
800 4609 7810 5693
727 4527 7366 5692
877 4690 8720 5692
643 4420 7546 5686
615 4382 8126 5684
685 4462 6099 5682
671 4439 3381 5677
1112 4903 7068 5677
820 4608 8534 5677
1149 4935 8131 5675
996 4788 9478 5675
550 4286 9563 5674
677 4440 2266 5673
1067 4855 9035 5673
939 4726 630 5672
979 4763 9034 5670
540 4264 4526 5668
1047 4820 7009 5662
700 4449 8557 5662
1208 4959 5397 5653
570 4272 2961 5650
802 4543 5224 5647
768 4503 892 5646
1213 4947 6081 5641
723 4442 4104 5640
731 4447 7406 5637
765 4478 4382 5632
1006 4734 513 5630
983 4711 6640 5630
1077 4801 3960 5628
846 4562 4303 5627
597 4269 2093 5626
722 4419 9568 5625
1298 5000 6338 5624
695 4384 3332 5623
592 4251 6895 5619
722 4408 1103 5618
951 4660 9995 5618
922 4626 8263 5615
1050 4754 5266 5613
1113 4816 7397 5613
571 4210 9988 5610
652 4310 3245 5609
987 4685 5002 5609
856 4545 2971 5608
1221 4910 9375 5608
1262 4939 2976 5602
1030 4719 6944 5602
640 4284 9452 5602
937 4622 5657 5601
804 4474 4120 5600
940 4620 477 5598
773 4434 5175 5597
518 4115 3380 5595
980 4655 6297 5593
770 4425 6336 5593
737 4383 9669 5591
569 4171 6513 5588
535 4124 1876 5587
742 4380 727 5585
966 4628 5672 5585
1247 4900 5691 5583
975 4633 3602 5582
909 4563 7787 5582
971 4627 7765 5580
1256 4902 6178 5579
682 4296 8198 5577
870 4511 6117 5575
1229 4872 8836 5575
605 4194 3807 5574
1015 4661 4499 5572
886 4523 1963 5571
509 4063 6199 5571
691 4296 2309 5570
554 4122 3444 5570
1045 4681 1339 5565
788 4400 8326 5563
1033 4661 9549 5560
1135 4762 5537 5559
1059 4687 9253 5559
877 4493 6847 5558
836 4440 1428 5553
897 4504 2726 5550
1130 4744 8084 5550
1241 4843 2998 5545
853 4447 4706 5545
880 4476 1077 5544
1017 4622 3128 5544
987 4590 9598 5543
701 4256 3231 5537
669 4207 1430 5532
1425 4986 6983 5531
807 4373 9384 5531
1062 4647 1336 5529
529 4018 8760 5529
849 4417 1456 5528
1265 4841 4637 5528
801 4362 8867 5528
562 4062 9250 5528
956 4534 9531 5527
990 4567 3426 5525
681 4210 495 5524
1382 4940 4370 5524
1419 4968 5808 5521
752 4290 3628 5519
752 4288 304 5518
991 4558 870 5518
541 4017 8962 5518
1055 4621 4428 5516
863 4415 6369 5516
609 4099 8788 5513
1014 4575 9794 5513
575 4053 2909 5512
1158 4718 8863 5512
1172 4730 2188 5511
719 4237 6693 5511
554 4017 4413 5508
1026 4579 2085 5507
731 4240 1488 5504
896 4433 7969 5504
507 3942 4022 5502
708 4207 3957 5501
715 4214 5664 5500
1461 4973 1511 5498
793 4300 6361 5494
795 4300 7080 5493
1097 4630 9883 5492
1213 4740 7182 5489
672 4138 4617 5487
1444 4945 8383 5487
615 4061 8094 5485
610 4052 7852 5484
870 4373 5336 5483
581 4011 3406 5482
992 4505 272 5481
1247 4757 3486 5478
1303 4807 8278 5477
1294 4794 259 5474
1211 4710 7687 5469
1171 4667 5759 5466
629 4047 4207 5465
590 3988 2017 5462
828 4289 4845 5461
1540 4991 6076 5461
1529 4977 9521 5457
1061 4539 1840 5454
1372 4837 8716 5453
1511 4955 1195 5452
1090 4566 6320 5452
899 4357 9838 5451
914 4373 6878 5450
585 3961 8553 5450
555 3917 5497 5449
848 4293 7866 5448
1518 4954 7405 5446
1367 4822 321 5445
595 3965 4656 5444
1117 4573 5219 5438
1346 4792 4724 5437
1261 4712 91 5436
1589 4998 4114 5436
1535 4953 3265 5435
777 4185 770 5434
1250 4699 5778 5434
1234 4677 5983 5429
1359 4789 4782 5426
776 4170 3857 5425
759 4149 7805 5425
1117 4553 3351 5424
1609 4999 6304 5424
911 4328 6249 5423
762 4150 8270 5423
1073 4504 1703 5422
644 3995 9606 5422
899 4306 9488 5418
935 4347 2827 5417
849 4246 5281 5417
1378 4794 5737 5417
1004 4419 2796 5414
617 3940 3481 5412
1188 4608 4335 5412
595 3908 5161 5411
808 4181 317 5407
631 3944 617 5403
