1000 50 15560
494 52 521 347
475 51 122 336
484 59 77 335
59 70 490 334
479 60 897 332
476 60 559 330
60 77 905 328
78 63 164 327
467 57 260 327
90 56 60 326
60 83 25 324
72 72 879 324
86 63 959 323
448 52 233 320
476 73 696 320
106 54 56 319
454 59 874 318
70 83 977 317
77 79 581 315
53 101 878 315
467 73 216 314
107 59 980 314
431 50 474 313
444 59 747 312
495 101 473 311
470 80 295 310
484 95 242 308
78 88 385 308
111 64 851 308
491 103 650 307
445 66 787 307
137 52 201 305
124 59 626 305
457 79 110 303
56 120 960 300
148 53 719 299
154 51 953 299
500 127 604 297
77 103 634 297
96 87 826 297
90 94 529 296
491 118 951 296
389 50 115 295
460 91 124 295
455 88 130 295
500 134 400 292
433 77 163 291
52 138 239 291
95 99 423 289
53 141 991 289
167 57 549 288
460 102 613 287
500 148 147 283
54 498 225 283
82 118 992 283
453 103 154 282
74 127 196 282
398 68 866 282
129 83 867 282
179 60 507 281
117 92 737 281
499 153 497 280
449 102 525 280
401 72 900 280
409 76 963 280
155 73 266 278
86 122 108 277
80 128 669 277
149 77 810 277
334 53 284 276
102 109 499 276
340 55 543 275
401 77 575 275
333 54 630 275
310 51 245 274
213 57 422 274
57 159 620 274
352 60 469 273
113 105 691 273
453 115 93 272
165 75 323 272
70 499 524 272
497 483 644 272
64 492 968 272
457 120 141 271
450 114 722 271
60 163 26 270
408 87 92 270
384 75 515 270
54 476 637 270
497 166 868 270
376 73 215 269
62 484 390 269
223 59 771 269
155 83 798 269
135 96 712 268
500 176 15 267
205 66 286 267
167 80 736 267
474 144 335 266
429 105 403 266
314 60 531 266
285 58 404 265
393 85 789 265
217 66 494 264
125 107 664 264
490 168 952 263
477 493 329 262
242 63 739 262
255 62 748 262
72 484 790 261
175 83 845 261
430 113 46 260
392 90 993 260
256 65 59 259
289 64 822 259
449 129 830 259
312 66 881 259
56 188 976 259
435 119 893 258
255 67 98 257
494 186 205 257
484 476 695 257
268 66 833 257
185 83 919 257
486 177 206 255
419 111 347 255
475 484 493 255
258 69 973 255
75 167 979 255
156 100 21 254
84 488 79 254
432 122 256 254
59 193 378 254
192 84 568 254
307 73 229 252
362 86 375 252
294 72 429 252
211 81 37 251
75 176 34 250
406 109 247 250
433 128 491 250
351 84 689 250
429 125 819 250
497 439 28 249
498 208 88 249
132 121 112 249
70 462 123 249
473 169 399 249
244 76 508 249
178 94 731 249
385 99 840 249
375 95 937 248
380 98 23 247
