10000 500 2021245
513 4963 4633 4662
577 4982 9852 4625
588 4973 6997 4611
616 4999 5648 4607
567 4894 2860 4576
599 4901 7999 4556
517 4795 4598 4553
584 4855 324 4538
705 4992 3244 4536
638 4913 5234 4534
514 4750 1921 4528
680 4951 6747 4527
678 4936 8790 4519
629 4875 6778 4517
719 4965 4747 4507
691 4933 6106 4507
627 4856 1533 4506
666 4889 9089 4497
586 4790 8928 4496
530 4707 6501 4489
705 4920 2686 4488
630 4817 6011 4479
659 4847 5040 4476
755 4954 882 4473
701 4892 7931 4473
653 4830 7217 4469
702 4870 3819 4458
528 4648 9485 4455
709 4861 3891 4447
616 4733 1084 4437
550 4618 1606 4419
535 4594 6028 4417
527 4579 6182 4414
513 4556 8368 4412
727 4822 2559 4408
656 4731 2679 4404
799 4899 3631 4404
630 4694 2858 4402
641 4706 3263 4401
509 4525 3184 4397
900 4997 5619 4396
690 4747 7495 4388
799 4872 2713 4386
685 4734 3175 4384
565 4577 3465 4383
625 4649 4922 4378
777 4832 5684 4376
878 4940 331 4373
703 4739 6554 4373
801 4847 8663 4368
568 4545 6084 4361
871 4904 2846 4353
733 4744 7885 4353
720 4728 8836 4353
800 4804 3467 4340
678 4654 4551 4339
628 4585 3520 4337
960 4969 9835 4333
766 4743 4160 4327
796 4774 2722 4324
663 4609 5744 4324
515 4404 2007 4323
877 4865 4757 4323
681 4630 6884 4322
750 4710 974 4318
694 4639 1201 4317
610 4526 958 4316
824 4795 1304 4316
743 4696 1589 4315
691 4625 7378 4311
886 4857 8675 4311
586 4481 4110 4309
568 4454 9493 4308
676 4599 9564 4307
980 4945 344 4302
614 4504 4031 4300
811 4752 5207 4298
959 4911 3322 4294
800 4733 5512 4294
911 4857 8996 4292
619 4495 3201 4290
942 4886 9155 4289
675 4561 4856 4285
661 4534 2149 4280
767 4671 3296 4280
674 4550 9958 4279
702 4580 6058 4275
753 4644 1341 4274
535 4340 6663 4271
655 4502 7604 4266
743 4605 421 4258
982 4880 1737 4256
640 4466 2146 4256
587 4384 39 4253
1069 4965 2237 4252
674 4504 6405 4251
922 4804 3404 4249
617 4420 1027 4248
551 4321 7003 4247
1039 4923 7629 4244
824 4680 2049 4242
1114 4996 6206 4242
787 4632 3347 4240
532 4274 855 4237
699 4513 6119 4237
696 4490 2659 4225
546 4274 7091 4225
928 4773 2111 4224
943 4791 2136 4224
1075 4929 5580 4222
533 4241 9039 4219
757 4555 172 4216
1001 4836 796 4212
1021 4855 4089 4210
926 4747 481 4208
952 4772 5629 4205
893 4705 7943 4205
631 4363 274 4204
891 4700 1870 4204
1153 4981 8403 4204
893 4701 5469 4203
635 4365 1301 4202
539 4219 5148 4202
662 4401 4036 4201
649 4378 1373 4198
574 4260 251 4194
549 4218 5227 4193
998 4802 7471 4191
670 4386 3110 4186
1153 4955 858 4185
552 4204 3554 4183
665 4373 2160 4182
682 4396 4971 4182
739 4469 5653 4178
1048 4834 3424 4176
600 4267 3837 4176
880 4643 1694 4175
724 4440 2121 4173
670 4361 93 4171
928 4693 5768 4171
1125 4905 898 4170
779 4504 6610 4168
512 4106 118 4166
537 4149 539 4166
993 4755 1295 4163
533 4127 6918 4158
830 4552 3776 4157
653 4309 3471 4156
610 4244 2891 4155
1215 4969 6079 4152
605 4226 1914 4150
567 4166 4535 4150
1069 4811 8223 4145
1017 4752 8133 4143
715 4374 6082 4142
880 4582 6733 4137
932 4644 9027 4136
994 4713 8089 4134
979 4689 8806 4130
1131 4853 2592 4129
926 4619 973 4125
556 4100 1107 4125
701 4325 4080 4125
550 4085 7050 4122
811 4469 6533 4121
566 4110 6632 4121
613 4182 6904 4119
800 4450 7347 4118
582 4123 4711 4114
788 4424 7847 4112
1120 4814 4985 4110
561 4074 3411 4107
1251 4940 986 4106
536 4022 4908 4102
1002 4669 8281 4099
1223 4901 9048 4098
868 4503 5654 4097
956 4608 6586 4095
881 4514 441 4093
1254 4922 447 4091
506 3942 3733 4089
1109 4772 9231 4089
546 4011 9741 4088
731 4302 2333 4087
900 4528 3949 4087
574 4056 5270 4087
758 4337 1934 4085
1232 4892 9026 4085
919 4547 4848 4084
568 4039 5519 4083
1033 4678 1144 4082
800 4387 9639 4081
699 4241 2594 4080
532 3969 3892 4080
579 4052 7191 4080
1153 4804 292 4079
515 3934 6959 4078
640 4148 9976 4078
1015 4645 2267 4074
633 4127 2133 4073
633 4122 3232 4071
544 3970 3053 4070
1052 4682 7745 4070
1094 4723 9668 4067
1331 4957 322 4064
637 4117 9442 4064
652 4140 9548 4064
1038 4655 8877 4063
895 4479 9859 4061
636 4106 7209 4060
1243 4865 654 4058
1287 4906 9802 4057
1121 4735 3933 4055
1109 4714 6994 4050
642 4092 7840 4047
866 4418 6830 4046
567 3961 9708 4045
515 3854 1620 4040
773 4277 9028 4039
1174 4761 5154 4034
1182 4769 9925 4034
990 4553 7310 4033
1000 4560 4015 4030
1426 4994 6865 4028
509 3818 8169 4028
965 4512 6744 4026
543 3874 9701 4024
1128 4695 8134 4023
645 4050 9648 4023
805 4293 1349 4022
711 4153 1416 4021
561 3892 6669 4017
554 3877 5942 4016
1225 4786 8010 4015
906 4418 2373 4014
1036 4578 9575 4014
1217 4775 7833 4013
1073 4617 3774 4012
567 3892 9153 4012
1082 4626 7574 4011
1368 4917 6685 4010
634 4005 7482 4009
1393 4939 7998 4009
649 4027 9058 4007
1296 4844 1970 4006
1172 4718 2019 4006
674 4066 6451 4006
830 4300 9832 4005
928 4429 8986 4004
944 4445 5721 4001
1025 4543 4165 4000
546 3825 5591 3999
846 4308 4317 3997
1077 4600 9803 3997
875 4346 3945 3996
789 4222 9941 3994
516 3754 6605 3993
1163 4683 3223 3989
610 3922 4187 3989
1297 4819 354 3988
1169 4684 1670 3985
1249 4764 3908 3983
688 4043 1438 3982
871 4317 9692 3982
1061 4556 2435 3981
1411 4917 380 3980
542 3777 6620 3980
575 3840 7465 3980
1419 4924 9899 3980
696 4047 5132 3978
1417 4918 2269 3977
782 4180 6556 3977
522 3726 5523 3975
628 3925 6491 3974
1401 4895 6344 3971
1491 4976 9620 3971
892 4325 5418 3970
644 3943 1966 3969
980 4439 2449 3969
1003 4467 4830 3969
1470 4953 3183 3968
686 4013 4049 3968
604 3865 8358 3966
588 3827 3866 3962
553 3749 9780 3958
784 4147 2902 3957
1347 4823 4256 3956
701 4013 8407 3956
1383 4850 2201 3950
617 3852 2671 3949
1406 4868 694 3948
992 4419 4138 3947
872 4257 7190 3946
542 3697 2012 3945
1350 4808 7019 3943
1453 4903 822 3942
1092 4533 6648 3942
926 4322 5738 3941
1457 4904 2448 3940
578 3756 5344 3939
989 4402 7014 3939
1534 4969 1266 3938
1058 4486 7845 3938
754 4066 9206 3938
1367 4811 9384 3933
759 4062 9758 3932
585 3752 6112 3931
1153 4585 5457 3930
692 3937 9222 3925
941 4310 538 3921
1147 4564 4722 3921
1511 4926 9409 3921
895 4244 5025 3920
671 3889 953 3919
556 3663 261 3917
656 3858 9397 3917
1447 4860 6580 3914
1036 4421 7757 3914
932 4280 5760 3911
1098 4491 6621 3911
583 3702 954 3910
663 3856 6492 3910
1025 4398 7783 3908
1517 4913 3568 3907
869 4183 4212 3906
711 3933 8270 3906
509 3530 530 3905
1585 4969 8522 3905
1190 4584 3363 3902
585 3685 5841 3901
1204 4598 6729 3901
1616 4986 3145 3899
1409 4804 4175 3899
820 4094 817 3898
1229 4620 5958 3898
1279 4674 7386 3898
633 3773 9424 3898
1401 4794 6430 3897
959 4293 9274 3897
1535 4914 3253 3896
667 3830 672 3894
997 4339 5221 3894
1065 4425 9686 3894
592 3682 9357 3893
1290 4675 2947 3891
804 4057 6347 3891
640 3773 8396 3891
858 4137 6160 3890
578 3644 4067 3889
1348 4730 9946 3888
1443 4815 2974 3884
1418 4791 3101 3883
1053 4393 3714 3883
630 3729 9309 3880
569 3598 945 3878
1088 4427 2588 3877
1187 4541 4003 3876
1303 4666 5387 3876
1517 4870 4974 3875
969 4268 8906 3874
757 3943 9694 3872
810 4028 7074 3871
1023 4332 8399 3869
1424 4775 9254 3868
933 4206 5141 3867
1440 4788 4506 3866
595 3620 8808 3864
534 3482 913 3863
1512 4850 3179 3863
1007 4298 7259 3861
1333 4673 246 3859
501 555 4920 3859
557 3518 309 3856
1372 4705 7186 3854
590 3585 8792 3853
1239 4565 9641 3853
732 3860 161 3852
1180 4495 1911 3851
649 3702 9695 3851
1664 4963 6167 3850
1439 4764 6505 3849
545 3472 7170 3849
520 537 8173 3848
1696 4986 9596 3848
972 4227 4053 3847
1367 4688 4513 3845
1632 4930 6875 3845
710 3806 8753 3845
785 3936 4951 3844
626 3636 4014 3843
1500 4812 8180 3843
661 3707 4226 3842
1185 4488 4302 3842
750 3870 1560 3841
885 4088 811 3840
988 4236 6900 3840
828 3997 4213 3839
1541 4841 1292 3837
916 4128 1452 3836
531 543 1720 3836
1230 4527 1054 3834
1003 4246 6739 3834
986 4221 5837 3833
586 3524 1721 3832
1294 4594 5334 3832
1258 4549 5803 3828
977 4198 2303 3826
1522 4808 9133 3825
1282 4570 9608 3825
1098 4355 7110 3824
507 3306 1462 3823
646 3632 8817 3823
1105 4360 1780 3822
819 3950 9817 3822
558 515 6647 3821
528 3356 7406 3821
1588 4859 4935 3820
631 3591 6328 3819
1408 4687 7509 3816
1738 4976 5723 3814
1265 4535 6704 3814
1095 4333 5097 3813
529 3334 4142 3812
509 3281 7919 3812
853 3986 9944 3812
545 575 760 3811
866 4005 1193 3811
676 3666 4768 3811
929 4101 7354 3811
567 524 2307 3809
1379 4649 6991 3809
1559 4817 5812 3807
1168 4412 1186 3806
1611 4861 2076 3806
546 586 6534 3806
926 4088 8856 3806
920 4076 8406 3804
836 3941 5745 3803
804 3884 1890 3801
747 3782 2726 3801
661 3614 5420 3801
1639 4875 9499 3799
515 3251 5929 3797
511 3241 8007 3797
510 709 9597 3797
1647 4878 527 3796
1270 4514 7934 3796
1132 4350 5198 3795
726 3728 3887 3794
1519 4763 4244 3794
1193 4420 7707 3792
1004 4175 4853 3791
507 734 8652 3791
1257 4491 522 3790
1262 4494 2293 3789
550 623 7364 3789
1353 4592 1395 3788
1774 4971 3545 3788
1376 4616 5888 3788
1711 4919 2579 3787
1505 4740 3689 3787
655 3567 7503 3787
1621 4844 9618 3787
540 3288 1133 3786
985 4137 247 3785
1167 4377 3176 3785
820 3879 9337 3785
552 630 3002 3784
1475 4708 7676 3784
1275 4499 2786 3782
520 729 7958 3781
1007 4160 37 3780
843 3907 1722 3779
563 3329 8342 3779
727 3695 4092 3778
