10000 500 2130928
501 539 7204 4654
4980 503 7305 4649
539 526 8160 4647
567 532 4225 4628
602 518 5568 4624
567 540 3254 4621
620 513 9266 4620
536 571 7754 4609
513 591 6177 4603
513 595 4693 4599
4910 531 3075 4592
664 529 2365 4585
634 550 8701 4581
677 529 8075 4579
4810 515 177 4561
564 613 2705 4559
4979 606 7715 4559
5000 624 3953 4553
4978 614 9522 4551
4957 605 5188 4549
544 636 3664 4548
518 660 225 4540
515 667 3356 4536
4790 535 1605 4534
618 613 103 4533
4924 606 908 4532
4901 599 8901 4528
700 583 4154 4521
4808 559 2256 4520
4784 549 9782 4519
746 565 7779 4516
545 674 3696 4515
4951 644 5276 4512
4911 623 5720 4511
520 693 9142 4511
4691 515 8880 4509
770 563 4987 4507
4777 559 7071 4507
4965 661 1151 4504
837 534 5989 4504
591 663 504 4502
4820 589 3847 4499
4779 569 9363 4499
915 512 8529 4491
4643 513 9422 4491
549 707 5085 4484
4640 526 7497 4478
763 601 2014 4476
4811 610 4698 4476
4790 605 3189 4471
4812 617 3767 4471
4676 550 4211 4471
4796 608 4381 4471
4627 530 7101 4468
4752 592 8227 4466
827 585 3674 4462
4564 510 7729 4461
4739 596 6894 4457
4914 687 7920 4456
4802 632 4162 4453
600 715 2991 4452
4817 642 6698 4451
623 707 6646 4448
4936 709 8822 4448
4799 638 2865 4446
4641 562 2376 4445
1023 515 1159 4444
613 718 8242 4443
1049 507 1687 4441
917 567 7187 4440
562 753 4260 4438
1026 521 4771 4438
4881 696 9115 4433
1036 523 5889 4432
4980 754 3434 4430
1062 515 3887 4429
4878 706 969 4422
4615 577 393 4421
901 597 3268 4419
4578 567 6813 4415
948 584 7075 4411
4924 746 8744 4409
977 575 8640 4408
4900 736 8259 4407
733 694 9346 4407
4953 770 3408 4403
614 764 7438 4403
4559 576 2825 4399
894 623 9605 4399
4940 767 9626 4399
973 587 7145 4398
4841 717 3436 4395
1019 571 3444 4394
4408 519 2445 4393
683 737 4110 4393
4792 694 5282 4393
4644 622 2967 4392
4958 788 3280 4390
1140 527 2902 4388
1119 537 8020 4387
4862 740 961 4385
674 751 1377 4385
4785 700 1406 4384
