10000 500 2237506
4989 4928 8467 5024
4985 4930 2375 5022
4982 4908 2558 5007
4964 4922 295 5000
4900 4997 1685 4992
4905 4974 3430 4982
4948 4908 4583 4979
4909 4938 3447 4964
4889 4948 735 4954
4922 4893 4969 4949
4908 4906 2898 4945
4856 4978 9299 4945
4953 4809 7944 4927
4900 4885 8587 4926
4825 4983 4222 4923
4978 4763 6560 4922
4981 4753 1957 4919
4932 4807 5059 4908
4913 4823 2815 4902
4963 4746 8990 4900
4891 4846 2782 4897
4968 4732 4241 4897
4861 4873 6218 4888
4773 4987 9494 4884
4784 4969 2513 4882
4869 4843 682 4877
4777 4967 3841 4875
4950 4713 6014 4871
4820 4901 6492 4871
4822 4895 2235 4869
4977 4665 5356 4868
4814 4902 4170 4866
4760 4969 4351 4863
4926 4732 7127 4862
4760 4964 2802 4860
4750 4965 8172 4852
4728 4987 5675 4848
4785 4903 5131 4843
4952 4655 1720 4842
4809 4867 3576 4842
4966 4629 4018 4839
4706 4991 1571 4833
4732 4957 7953 4833
4781 4878 3069 4826
4837 4800 8265 4826
4765 4899 1790 4825
4960 4609 1177 4824
4940 4640 3953 4823
4841 4779 4099 4818
4876 4724 6227 4816
4999 4528 3961 4815
4671 5000 7128 4811
4842 4755 9458 4805
4768 4847 4903 4797
4796 4801 4561 4793
4973 4521 4726 4789
4869 4683 5534 4787
4658 4976 4544 4786
4911 4615 4950 4785
4891 4634 168 4779
4841 4699 5856 4773
4915 4586 6390 4773
4873 4645 1037 4770
4739 4842 5134 4770
4704 4887 2933 4769
4761 4807 9979 4768
4633 4977 1135 4767
4803 4732 4980 4760
4988 4436 3345 4758
4904 4554 6108 4747
4801 4710 7160 4746
4910 4540 2204 4745
4923 4512 3816 4741
4984 4398 8999 4736
4947 4462 9079 4736
4690 4851 9752 4736
4857 4604 8507 4734
4633 4921 266 4732
4912 4512 1477 4732
4587 4972 6056 4727
4760 4725 7285 4720
4645 4882 6132 4718
4735 4748 7854 4713
4645 4865 8122 4708
4677 4820 6603 4707
4790 4651 9515 4704
4584 4937 156 4703
4957 4373 1244 4700
4971 4336 9184 4694
4785 4628 7401 4687
4992 4275 7830 4683
4876 4472 8001 4680
4609 4864 2509 4679
4768 4637 8774 4678
4682 4757 3466 4675
4742 4671 8850 4675
4565 4916 9768 4675
4887 4442 5398 4674
4931 4364 8639 4673
4981 4244 1280 4659
4845 4481 9763 4659
4955 4289 993 4657
4692 4710 7151 4656
4649 4770 1944 4655
4896 4382 9744 4652
4497 4946 7997 4641
4457 4991 4368 4638
4959 4234 9544 4635
4705 4644 10 4629
4766 4552 6934 4629
4443 4992 1881 4628
4614 4771 3120 4628
4652 4717 7095 4627
4652 4716 488 4626
4849 4411 4207 4626
4764 4548 6639 4626
4929 4266 9893 4624
4914 4286 7520 4620
4729 4587 9301 4617
4648 4703 3958 4616
4921 4259 9481 4613
4486 4914 4300 4612
4989 4126 8016 4612
4762 4524 246 4611
4484 4915 749 4611
4612 4742 3389 4609
4920 4247 2427 4607
4542 4833 5121 4607
4595 4761 1559 4606
4991 4107 9438 4605
4503 4877 5743 4603
4488 4891 4441 4599
4890 4284 9246 4598
4853 4347 3092 4597
4730 4545 425 4595
4951 4159 6535 4593
4655 4642 6831 4587
4805 4408 9598 4587
4908 4225 7991 4586
4602 4715 7412 4585
4448 4914 9132 4582
4525 4809 44 4579
4660 4619 623 4578
4449 4906 2314 4578
4987 4049 2945 4576
4514 4817 7546 4575
4708 4542 8936 4575
4926 4152 4861 4567
4939 4126 4952 4567
4398 4950 6505 4566
4753 4452 2075 4565
4535 4763 2011 4559
4807 4344 1321 4556
4977 4024 1409 4556
4942 4096 6074 4556
4770 4392 1461 4548
4874 4206 4021 4547
4667 4554 9702 4547
4357 4967 2668 4545
4675 4536 248 4544
4386 4927 6958 4542
4581 4671 9938 4542
4602 4634 4489 4538
4340 4975 9078 4538
4824 4273 4484 4535
4740 4415 9033 4535
4577 4658 8761 4532
4615 4602 3139 4531
4715 4449 3650 4531
4343 4961 6460 4531
4783 4333 4709 4529
4634 4570 7092 4529
4563 4672 3717 4528
4389 4901 3895 4528
4564 4670 8791 4528
4748 4387 447 4527
4919 4067 2810 4523
4327 4964 3561 4521
4317 4974 2753 4519
4537 4692 4308 4519
4450 4808 388 4518
4385 4890 4370 4518
4313 4971 8764 4514
4756 4342 7222 4511
4519 4703 7456 4511
4767 4313 338 4506
4331 4936 7859 4506
4742 4350 5872 4503
4401 4834 2239 4496
4559 4622 4238 4496
4719 4375 6162 4496
4913 4015 235 4494
4972 3886 8281 4493
4762 4289 3310 4489
4419 4799 7787 4488
4941 3939 1039 4487
4932 3949 8980 4483
4277 4962 9044 4481
4944 3909 6011 4477
4340 4880 6455 4477
4522 4636 1620 4474
4774 4235 3554 4473
4684 4389 5983 4473
4386 4817 7530 4473
4541 4603 9409 4471
4356 4844 9749 4467
4438 4736 966 4465
4473 4686 9152 4464
4517 4624 6944 4463
4947 3865 4418 4462
4430 4739 6140 4461
4711 4319 970 4460
4383 4797 296 4459
4613 4474 8355 4459
4978 3785 7197 4458
4615 4468 53 4457
4533 4589 742 4456
4350 4833 8912 4455
4686 4349 4115 4454
4377 4797 9402 4454
4277 4918 89 4453
4967 3797 1536 4453
4703 4318 4635 4453
4580 4513 1205 4452
4864 4016 7191 4451
4990 3735 528 4450
4627 4434 4226 4449
4215 4985 4295 4449
4602 4471 251 4448
4251 4939 6887 4446
4578 4503 4991 4445
4789 4149 8196 4445
4207 4986 9817 4444
4372 4786 4031 4443
4211 4978 4948 4442
4642 4397 5369 4442
4266 4910 1168 4439
4686 4318 1258 4438
4230 4951 3484 4438
4917 3871 1628 4437
4560 4516 7140 4437
4559 4514 6121 4435
4822 4064 6773 4435
4572 4492 9851 4434
4979 3713 9509 4432
4653 4358 2683 4431
4248 4919 3028 4431
4258 4906 628 4430
4451 4660 1271 4430
4336 4808 4172 4429
4566 4488 6381 4427
4354 4778 1196 4424
4363 4767 6554 4424
4790 4100 3505 4423
4629 4380 2044 4422
4681 4295 6838 4422
4739 4194 7134 4422
4796 4084 2593 4421
4468 4616 1514 4418
4611 4401 5899 4418
4749 4166 9060 4418
4408 4695 1031 4417
4734 4192 2621 4417
4673 4295 8275 4415
4254 4883 4813 4413
4611 4391 2074 4412
4786 4082 5705 4411
4453 4622 218 4410
4600 4403 7873 4409
4377 4724 8526 4409
4285 4838 6197 4408
4774 4094 6412 4406
4773 4094 811 4405
4648 4314 2903 4404
4272 4847 9285 4403
4255 4865 1852 4402
4436 4632 7332 4402
4633 4332 747 4400
4579 4416 8567 4399
4538 4480 9264 4399
4829 3968 9045 4398
4382 4696 7709 4396
4812 3996 8727 4395
4340 4745 70 4393
4514 4503 2399 4392
4696 4206 5720 4391
4659 4271 7214 4391
4633 4311 2238 4389
4841 3922 9750 4389
4779 4045 4541 4388
4427 4621 6680 4388
4991 544 7044 4387
4926 3722 7413 4386
4406 4647 7741 4386
4963 3626 6411 4385
4365 4698 1403 4384
4428 4610 6932 4382
4815 3956 4329 4380
4971 3592 9423 4380
4999 3508 5264 4378
4503 4493 5091 4377
4987 563 4527 4376
4518 4467 6119 4375
4641 4269 7423 4375
4720 4124 2131 4372
4875 3803 2429 4371
4780 4006 2838 4371
4143 4948 3758 4371
4762 4039 6062 4370
4960 511 7593 4369
4827 3901 3150 4368
4745 4067 5917 4368
4123 4963 3281 4366
4873 3792 3949 4365
4458 4536 5617 4364
4578 4351 5515 4363
4402 4611 7153 4362
4809 3924 3621 4361
4801 3938 1341 4360
4941 3608 5716 4358
4680 4167 6646 4358
4968 3533 5886 4357
4300 4737 3847 4356
4918 3658 1575 4355
4863 3790 7616 4355
4697 4124 2997 4352
4197 4857 4872 4352
4927 3627 8908 4352
4316 4707 2274 4351
4879 3740 8183 4350
4397 4596 3008 4349
4501 4442 1159 4347
4706 4091 529 4344
4992 680 5654 4343
4945 3551 7311 4342
4975 639 5337 4340
4853 3771 1918 4338
4259 4759 4785 4338
4938 540 5547 4338
4973 3459 4417 4337
4424 4533 1465 4335
4615 4233 1095 4334
4839 3793 4035 4334
4605 4249 9197 4333
4505 4402 1656 4329
4998 745 1856 4328
4851 3750 3625 4328
4140 4886 7829 4328
4386 4573 3674 4327
4875 3683 6388 4324
4378 4577 621 4323
4830 3786 1238 4323
4899 3619 8565 4323
4086 4939 3652 4322
4591 4245 138 4319
4273 4711 5167 4319
4350 4608 2502 4318
4891 3626 7759 4318
4499 4386 2619 4315
4827 3768 3382 4313
4544 4307 8304 4311
4577 4250 1221 4310
4942 634 9131 4310
4673 4077 6519 4309
4859 3679 4468 4308
4867 3657 2888 4307
4667 4082 3532 4306
4395 4523 2751 4305
4921 590 7509 4305
4925 605 8739 4304
4885 503 2615 4302
4606 4182 5253 4301
4265 4690 2742 4300
4884 3595 6362 4300
4935 3452 8679 4299
4992 828 3600 4298
4932 647 562 4297
4892 3564 9414 4297
4373 4538 9994 4296
4191 4775 5100 4295
4675 4044 5999 4295
4894 547 6973 4295
4194 4771 9199 4295
4762 3864 691 4293
4630 4123 1427 4293
4961 760 844 4289
4799 3771 5241 4288
4888 3545 7734 4286
4139 4822 2371 4285
4745 3877 2228 4283
4985 3242 6745 4283
4937 3393 219 4282
4843 3644 655 4280
4333 4567 779 4280
3980 4992 4810 4280
4983 868 9183 4279
4987 879 9815 4279
4152 4795 2159 4278
4237 4687 6772 4276
4490 4322 3277 4273
4861 521 6673 4273
4258 4653 7420 4272
4916 3424 7978 4272
4387 4474 6078 4271
4922 3402 6860 4271
4481 4333 7362 4271
4874 3535 9791 4270
4879 3519 4164 4269
4967 3253 4173 4269
4932 3361 1211 4267
4326 4554 2244 4267
4921 3392 4885 4267
4606 4113 6017 4267
4618 4089 5695 4266
4083 4857 6105 4266
4211 4704 7425 4266
4940 3328 60 4265
4754 3815 2377 4265
3952 4999 3861 4265
4811 3682 4622 4265
4118 4816 9806 4265
4998 978 1698 4264
4341 4527 1833 4263
4084 4852 6937 4263
4396 4447 8715 4263
4942 790 1399 4262
4693 3936 5806 4262
4889 3470 9042 4262
4625 4066 5104 4261
4523 4245 8277 4261
4486 4304 9236 4260
4136 4782 1779 4257
4928 3335 1128 4256
4738 3828 6574 4256
4758 3782 1345 4255
4651 4003 8234 4255
4574 4144 4469 4254
4013 4918 4534 4254
4507 4258 6136 4254
4766 3760 6629 4254
4235 4653 6040 4253
4995 1014 8799 4252
4967 3184 2743 4250
4153 4750 4301 4250
4501 4257 1296 4248
4353 4479 1179 4246
4985 3096 1652 4245
4807 3638 7612 4244
4980 987 9288 4244
4666 3947 3044 4243
4737 3798 3259 4243
4834 3567 7754 4243
4171 4715 323 4242
4896 712 6261 4242
4114 4784 8490 4242
4918 779 9718 4242
3988 4924 548 4240
4982 3089 6396 4240
4910 761 9304 4240
4653 3964 2116 4239
4924 3291 4617 4239
4804 3631 7253 4239
4611 4044 6415 4238
4964 3144 632 4237
4972 984 5585 4237
4952 918 1791 4235
4964 963 2390 4235
4833 559 2305 4233
4808 505 9821 4229
4651 3943 1287 4228
4445 4309 8144 4228
4693 3853 9520 4226
4870 686 333 4225
4987 3004 815 4225
4625 3989 3842 4225
4485 4235 489 4223
4849 3467 2942 4223
4901 793 3879 4221
4170 4681 4153 4220
4543 4129 4519 4220
4815 3550 4910 4220
4416 4339 5495 4220
4959 3097 7863 4220
4954 3114 2692 4219
4403 4357 8684 4219
3976 4905 5599 4218
4623 3974 2297 4217
4515 4164 6498 4213
4221 4605 8332 4213
4006 4863 789 4212
4742 3709 2480 4212
4637 3936 3185 4212
4906 842 5095 4212
4750 3692 6939 4212
4963 3045 4089 4211
4900 825 6707 4211
4006 4860 4205 4210
4878 758 8054 4210
4942 3119 1099 4209
4357 4409 1500 4209
4229 4587 2137 4209
4952 1019 3975 4209
4989 2921 6681 4209
4971 1103 1418 4208
4721 3748 2519 4208
4959 1056 4684 4207
4739 3704 9875 4207
4927 3163 8917 4206
4539 4106 2937 4205
4147 4685 7033 4204
4162 4664 8554 4203
4792 3561 2697 4202
4541 4097 5064 4202
4382 4355 2538 4200
4954 3034 2758 4200
4925 952 4733 4200
4989 1222 5163 4200
4202 4607 6428 4199
4847 711 284 4195
3999 4845 9727 4195
4873 796 7324 4194
4822 647 134 4193
4073 4757 6940 4193
4989 1265 84 4192
4428 4269 1748 4192
4978 1212 5583 4192
4615 3933 4517 4191
4814 3471 6324 4191
4867 3311 402 4190
4630 3902 6619 4190
4228 4556 3296 4189
4984 2844 4570 4189
4535 4078 2296 4188
4526 4092 7867 4187
4310 4436 7883 4186
4901 921 2184 4185
4839 721 5909 4185
4561 4024 7245 4185
4888 3221 3796 4184
4836 3387 5863 4184
4009 4817 7619 4184
4383 4325 9022 4184
4942 1087 7517 4183
4040 4781 8685 4183
3998 4826 3266 4181
4932 1054 5288 4181
4891 903 611 4180
4919 3092 7105 4180
4990 1342 257 4179
4962 1197 5460 4179
4890 3192 3493 4178
3899 4929 4809 4178
4823 3403 2800 4177
4512 4097 2881 4177
4268 4479 974 4176
4780 584 7860 4175
4941 1128 7694 4173
4980 1322 9289 4173
4531 4052 9963 4172
4974 1301 5971 4171
4939 2962 942 4169
4843 3317 1788 4169
4847 801 201 4168
4074 4715 1795 4167
4751 531 1819 4167
4781 3491 7665 4167
3918 4890 1089 4165
4985 1399 4779 4165
4491 4107 804 4164
4106 4671 907 4164
4563 3976 6876 4164
4959 2832 8136 4162
4883 3152 1642 4161
4552 3988 1112 4160
4808 3392 5110 4159
4918 1093 7099 4159
4631 3828 8045 4159
4460 4149 3857 4158
4668 3744 5499 4158
4545 3998 5578 4158
4983 2657 5867 4157
4591 3904 1780 4156
4489 4095 8455 4156
4996 1550 2440 4155
4775 3469 612 4154
4875 3158 1763 4154
4988 1494 7515 4154
3995 4787 1817 4153
4021 4757 5461 4153
4945 2857 7315 4153
4886 987 7702 4153
4277 4425 2541 4152
4653 3760 2887 4151
4296 4395 8668 4151
4759 3501 622 4150
4707 3633 1329 4150
4715 3613 5942 4150
4917 2971 7268 4150
4821 777 7304 4150
4390 4250 9630 4150
4938 1228 6238 4149
4502 4056 1926 4148
4607 3850 9736 4147
4972 1444 5712 4146
4367 4277 755 4145
4249 4452 7067 4145
4902 1089 1778 4144
4459 4124 3757 4144
3862 4918 3827 4144
4990 1605 2773 4143
4293 4386 5482 4143
4737 3538 1023 4142
4525 4001 1350 4142
4510 4028 3988 4142
4730 3556 6284 4142
4713 506 6904 4141
4853 3187 8158 4141
4954 2735 6631 4140
4974 1508 4820 4139
4780 691 444 4138
3841 4931 1248 4138
4962 1427 2094 4138
4529 3984 9892 4138
4864 3133 3446 4137
4862 3138 4866 4137
4676 3674 5149 4137
4939 2797 2079 4136
4830 3247 5103 4136
4852 3170 5282 4136
4832 858 5701 4136
4366 4261 7047 4136
4281 4391 7551 4136
4767 663 8841 4136
4796 3352 4361 4135
4945 1342 5854 4135
5000 1831 6725 4135
3886 4879 5357 4134
4780 3395 9185 4134
4778 3397 1849 4133
4517 3997 2015 4133
5000 1860 2293 4133
4504 4018 6429 4132
4888 1082 8496 4132
4904 2948 8742 4132
4828 864 396 4131
4996 1824 5836 4131
3998 4749 6910 4131
4999 1899 7929 4131
4665 3684 8111 4131
4658 3698 4073 4130
4844 3175 744 4129
4632 3753 1560 4129
3803 4957 9992 4129
4994 2258 4071 4128
4997 1924 4736 4128
4183 4514 8717 4128
4992 2287 9076 4128
4852 3138 1828 4127
4569 3882 2160 4127
4491 4032 3351 4127
3881 4873 3936 4127
4952 2648 1396 4125
4822 866 5477 4125
3973 4769 5592 4125
4978 1669 5677 4125
4896 1145 7461 4125
4287 4363 7839 4125
3890 4860 2164 4124
4974 2461 3122 4124
4973 1626 8114 4124
4935 1358 896 4122
4899 1173 1268 4122
4747 3454 3749 4122
4743 3464 4013 4122
3899 4847 4197 4122
4988 2250 9412 4122
4667 3655 3327 4121
4977 2398 4824 4121
4439 4110 259 4120
4730 607 362 4120
4962 2529 1524 4119
4780 3349 2299 4119
4865 3057 6651 4119
4859 1024 836 4118
3805 4940 4348 4118
4739 639 1282 4117
4615 3763 7603 4117
3805 4938 8996 4117
4318 4300 4445 4116
4052 4660 81 4115
4420 4132 1653 4115
4982 2241 7760 4115
4091 4610 1127 4114
4531 3928 5116 4114
4541 3910 6454 4114
4148 4538 8272 4114
4839 964 8292 4114
4495 3996 2177 4113
4692 3573 2201 4113
4415 4137 5750 4113
4975 1786 281 4112
4501 3982 2214 4112
4571 3845 3394 4112
4978 1854 6277 4112
4834 3145 240 4111
4734 645 1279 4111
4821 3189 1809 4111
4711 3519 7604 4111
4980 2146 587 4110
4981 2020 4676 4110
4653 3660 9927 4110
4003 4710 1295 4109
4789 3286 4945 4108
4456 4049 6886 4105
4922 1394 28 4104
4827 3143 7762 4104
4853 3034 2673 4102
4909 2767 336 4101
3820 4900 3378 4101
4433 4078 4490 4099
3987 4712 9582 4098
4846 3042 20 4097
4849 1068 3622 4097
3748 4967 5374 4097
4922 2659 6832 4097
4865 2960 2556 4096
4550 3851 6777 4096
4961 1824 7526 4096
4805 908 9231 4096
4895 2809 2085 4095
4768 792 2939 4095
4863 2963 4607 4095
4931 1519 6473 4095
3782 4929 3639 4094
4948 1676 7591 4094
