1000 50 22209
495 492 167 487
493 485 675 482
476 500 605 476
482 487 411 474
500 456 210 473
473 493 714 470
470 492 592 467
496 446 495 464
495 448 642 464
485 462 641 463
488 458 752 463
476 471 982 460
461 492 690 459
466 476 365 454
459 482 481 452
487 438 624 452
454 488 679 451
455 483 612 449
466 464 900 448
472 454 23 447
461 470 132 447
457 472 68 445
447 487 924 445
435 498 603 442
444 486 745 442
495 399 892 442
468 449 281 441
452 469 153 439
455 465 795 439
458 456 567 437
464 444 161 435
475 417 989 432
455 451 559 431
480 405 865 431
500 90 751 430
486 57 731 429
441 468 965 429
414 500 938 428
460 434 35 427
460 435 836 427
487 66 218 426
494 357 499 426
436 467 405 425
495 93 999 425
434 469 711 424
482 63 526 423
495 98 694 423
480 59 141 422
498 116 42 421
490 90 146 421
415 489 932 421
480 378 342 420
477 385 869 420
496 325 647 419
500 307 691 419
490 343 66 418
478 66 730 418
497 310 98 417
498 309 386 417
417 480 392 417
490 103 668 417
422 473 811 417
409 490 930 417
441 446 986 417
486 94 135 416
430 460 852 416
479 74 946 416
456 416 787 415
425 465 49 414
419 472 69 414
481 357 683 414
479 82 724 413
456 407 20 411
393 498 295 411
429 453 443 411
428 454 461 411
479 354 505 411
472 73 257 410
496 165 643 410
499 245 673 410
487 120 681 410
479 94 91 409
388 500 165 408
428 450 360 408
485 323 502 408
399 488 744 408
494 262 704 406
494 259 993 406
449 407 551 404
483 129 577 404
446 413 847 404
494 211 998 404
490 186 922 402
462 70 579 401
488 169 933 401
470 345 662 400
479 134 86 399
477 122 453 399
398 475 640 399
478 128 899 399
446 397 136 397
406 461 545 397
478 136 790 397
429 422 157 394
405 458 250 394
483 248 494 394
469 328 584 394
381 485 975 393
468 325 177 392
390 473 805 392
394 467 289 391
387 476 440 391
469 312 128 390
473 295 354 390
476 277 637 390
477 268 796 390
369 492 134 389
467 317 277 389
461 338 401 389
464 115 434 389
477 258 576 389
445 63 775 389
429 411 778 389
415 433 339 388
421 424 666 388
474 256 11 386
475 245 834 386
439 386 955 386
475 227 99 385
454 342 464 384
462 317 857 384
469 273 830 383
442 373 956 383
434 386 187 382
472 219 223 382
384 465 604 382
394 453 844 382
459 126 232 381
460 129 288 381
441 73 500 381
385 462 952 381
470 228 517 380
451 340 943 380
468 190 34 379
429 52 600 379
446 350 658 379
443 86 144 378
453 115 655 378
466 262 949 378
440 362 199 377
430 59 460 377
365 478 889 376
464 264 1000 376
414 409 887 375
444 345 945 375
464 229 346 374
452 126 845 374
445 108 296 373
460 187 508 372
441 102 125 371
442 337 266 371
460 190 399 371
461 217 413 371
379 454 669 371
439 341 10 369
370 461 192 369
361 472 729 369
456 255 169 368
402 417 190 368
340 489 773 367
341 488 607 366
440 113 814 366
364 463 950 366
428 360 302 365
388 431 564 365
450 167 244 364
450 273 597 364
441 312 878 363
406 398 19 362
322 497 33 361
447 277 109 361
418 372 609 361
425 353 707 360
450 228 821 360
322 494 509 358
446 242 994 357
427 107 53 356
446 205 62 356
416 364 264 356
392 408 18 355
417 83 372 355
407 381 850 355
442 183 54 354
437 151 88 354
399 51 477 353
441 257 568 353
350 460 762 353
421 344 921 353
430 130 17 352
344 465 532 352
417 92 550 352
423 108 620 352
336 473 664 352
406 371 120 350
366 436 287 350
440 236 482 350
399 386 800 350
397 388 282 349
419 336 414 349
320 484 541 349
437 224 226 347
344 458 639 347
433 268 230 346
435 241 315 346
401 70 468 346
316 483 580 346
414 103 52 345
345 453 61 345
434 244 696 345
416 110 379 344
413 102 654 344
334 462 71 343
427 155 713 343
420 134 113 341
319 473 621 341
361 426 156 340
325 467 756 340
409 105 305 339
429 221 389 339
