1000 50 27673
58 51 147 607
56 73 136 593
62 67 481 593
86 50 194 588
70 66 553 588
61 84 37 581
60 87 200 580
79 70 623 578
75 76 750 577
100 54 94 576
53 107 479 572
69 89 582 572
110 52 491 571
77 83 845 571
68 97 267 567
90 78 514 565
80 91 141 563
113 59 634 563
120 56 73 561
106 71 483 559
115 69 658 555
89 95 407 554
65 120 659 554
132 57 434 553
52 137 891 553
102 86 737 551
96 96 563 548
70 129 661 545
55 150 932 543
69 134 98 542
121 80 252 542
59 148 805 541
117 87 649 540
53 160 808 539
163 51 419 538
101 109 218 535
99 113 451 534
69 147 500 534
81 135 385 532
122 93 744 532
83 133 833 532
125 92 289 531
120 96 591 531
81 139 264 530
106 112 301 530
119 102 986 528
68 160 236 527
163 66 470 526
172 61 898 525
165 69 48 523
87 143 528 523
112 116 790 523
84 146 995 523
110 121 440 520
170 69 517 520
146 89 16 519
182 61 389 519
122 113 989 518
88 152 733 516
173 73 157 515
133 107 795 514
208 51 573 513
80 168 127 512
164 84 60 511
181 71 249 511
55 208 686 510
155 95 866 509
205 59 681 508
91 163 904 507
63 205 210 505
122 133 259 504
79 183 874 504
137 118 964 504
147 110 337 503
145 113 741 502
101 160 82 501
202 69 131 501
211 63 413 501
123 136 436 501
155 105 888 501
190 77 938 501
210 65 97 500
115 146 122 500
66 210 128 499
60 220 359 499
157 107 884 498
223 60 347 497
171 98 639 496
104 166 738 495
62 227 753 494
106 166 25 493
64 225 732 493
201 82 736 491
210 75 775 491
71 220 6 490
143 131 942 490
236 62 71 489
225 68 608 489
223 70 767 489
153 125 292 488
142 135 498 488
187 97 998 487
165 117 478 486
229 71 113 485
146 135 894 485
125 158 39 484
207 88 511 482
135 150 734 482
151 136 788 481
239 70 445 480
54 270 625 480
140 150 53 479
167 124 974 479
81 226 851 478
144 147 937 478
181 115 205 477
70 247 911 477
284 53 24 474
178 121 325 474
193 109 580 474
102 203 668 474
179 122 857 473
145 154 79 472
137 163 401 472
278 58 467 472
282 57 896 471
173 130 295 470
180 125 876 470
241 83 268 468
241 83 769 468
96 227 26 465
230 94 486 465
118 196 503 465
154 155 638 465
140 172 461 464
304 55 610 464
111 208 854 463
93 237 151 462
186 130 685 462
99 227 844 462
174 142 32 461
223 103 343 461
153 162 519 461
70 281 698 461
324 52 622 460
56 320 773 458
181 139 803 458
137 187 556 456
249 94 465 454
266 85 499 454
180 146 616 454
133 195 650 454
61 320 693 453
326 61 320 451
245 100 393 451
59 335 172 450
265 90 197 450
325 62 309 450
65 318 918 450
289 79 156 449
241 107 163 448
281 85 239 447
81 290 982 447
53 368 457 446
81 293 687 446
81 295 145 445
142 199 757 445
171 168 105 444
53 375 182 444
214 131 288 444
388 50 331 444
157 183 484 444
158 183 727 443
390 51 196 442
247 111 673 441
89 288 678 441
283 91 703 441
373 57 144 440
378 56 383 440
64 359 700 438
93 288 671 437
66 355 680 437
92 289 933 437
87 303 76 436
52 423 183 436
350 68 690 436
134 223 839 436
235 125 973 436
315 82 111 435
370 63 165 435
288 95 783 435
50 495 33 434
76 336 466 434
414 55 755 434
260 111 864 434
179 174 892 434
51 448 908 434
165 190 225 433
246 121 286 433
285 98 291 433
71 353 615 433
113 262 216 432
52 490 228 432
189 168 233 432
280 102 430 432
53 451 637 432
109 270 192 431
162 197 282 431
343 77 400 430
81 334 988 430
162 200 564 429
66 387 568 429
59 423 771 429
56 464 84 428
414 61 167 428
136 234 223 428
134 237 539 428
325 86 931 428
102 293 220 427
482 56 227 427
444 58 350 427
237 136 429 426
60 442 831 426
342 82 45 425
319 91 74 425
114 273 326 425
314 94 345 425
94 313 376 425
209 159 392 425
91 322 980 425
108 286 305 424
80 355 524 424
443 61 842 424
191 178 35 423
164 207 604 423
153 219 710 423
232 145 78 422
68 411 198 422
87 340 751 422
291 108 863 422
62 472 869 422
226 150 621 421
471 62 740 421
164 209 791 421
98 316 959 421
64 472 816 420
185 189 298 419
410 71 380 419
300 107 882 419
80 374 15 418
72 410 426 418
371 81 706 418
206 172 562 417
71 446 375 415
69 470 487 415
354 89 505 415
448 70 810 415
306 108 939 415
407 76 302 414
291 117 529 414
70 485 566 414
201 182 254 413
71 463 258 413
491 70 318 413
187 196 441 413
336 97 772 413
252 142 243 412
129 273 629 412
213 173 797 412
381 85 31 411
435 75 550 411
120 292 763 411
140 259 984 411
83 398 666 410
75 486 224 409
76 461 778 409
411 81 784 409
378 89 348 408
291 124 455 408
229 169 299 405
244 157 398 405
302 121 492 405
396 88 714 405
79 490 934 405
173 225 116 404
170 230 7 403
123 304 68 403
413 86 646 403
145 267 135 402
117 318 442 402
82 475 469 402
136 281 624 402
434 84 815 402
336 110 29 401
242 163 90 401
83 475 340 401
212 188 531 401
479 82 558 401
298 128 893 401
379 97 242 400
457 85 160 399
88 435 327 399
116 331 59 398
276 144 104 398
227 179 175 398
483 85 357 398
394 95 702 398
318 122 4 397
91 425 140 397
96 400 217 397
138 289 234 397
146 274 425 397
110 351 701 397
450 87 715 397
154 264 459 396
89 453 576 396
231 178 868 396
120 330 66 395
427 92 454 395
129 310 482 395
124 321 577 395
217 193 241 394
137 297 322 394
283 144 561 394
93 445 143 393
154 269 238 393
448 92 246 393
322 125 391 393
339 118 709 393
359 110 764 393
304 134 905 393
332 121 917 393
92 467 924 392
300 138 124 391
110 370 523 391
147 286 134 390
232 186 173 390
324 127 356 390
132 314 497 390
98 430 507 390
303 137 631 390
186 231 961 390
165 260 360 389
96 457 883 389
121 347 768 388
281 152 929 388
180 242 957 388
211 208 586 387
195 226 895 387
382 111 114 386
455 98 509 386
403 108 765 384
357 122 266 383
278 160 581 383
152 295 55 382
112 395 493 382
494 101 841 382
334 132 946 382
289 156 880 381
170 269 100 380
203 228 330 379
345 130 424 379
141 322 599 379
222 209 692 379
347 130 847 379
106 482 176 378
477 105 214 378
374 121 590 378
329 138 760 378
124 370 199 377
468 106 446 377
235 200 636 377
368 124 963 377
429 111 527 376
371 125 409 375
270 175 464 375
344 135 954 375
111 460 332 374
397 119 341 374
150 314 374 374
264 180 609 374
406 118 206 373
363 130 256 373
479 111 169 372
344 138 476 372
397 121 535 372
144 334 181 371
115 445 269 371
165 293 518 371
363 132 571 371
382 127 308 370
179 273 363 370
412 120 588 370
149 326 674 370
116 446 801 370
170 287 913 370
129 378 994 370
170 289 119 369
346 141 546 369
316 154 900 369
138 359 237 368
175 284 472 368
389 129 428 367
167 298 626 367
406 124 691 367
200 250 818 367
216 233 920 367
163 306 956 367
454 117 993 367
140 359 516 366
286 175 533 366
230 220 551 366
352 143 354 365
261 194 379 365
433 122 640 365
119 499 657 365
161 315 46 364
406 127 184 364
150 338 513 364
325 156 971 364
372 138 708 363
336 152 792 363
396 132 271 362
183 281 654 362
133 394 800 362
178 294 170 360
124 487 171 360
147 355 240 360
217 242 611 360
358 147 187 359
144 369 384 359
332 158 585 359
166 317 822 359
239 222 338 358
375 142 456 358
172 307 828 358
239 223 178 357
129 441 823 357
140 390 22 356
232 231 382 356
206 261 447 356
234 229 735 356
150 362 138 355
129 489 161 355
332 162 262 355
297 181 679 355
265 203 915 355
205 264 916 355
150 365 371 354
136 420 411 354
356 153 444 354
370 148 860 354
285 192 589 353
281 194 739 353
444 133 159 352
134 448 983 352
133 475 142 351
482 132 201 351
175 316 287 351
136 438 432 351
232 238 948 351
135 462 651 350
140 424 960 349
140 431 902 348
274 205 940 348
342 166 61 347
267 212 63 347
189 300 475 347
139 443 729 347
297 191 796 347
399 147 910 347
322 176 978 347
160 363 20 346
198 289 50 346
368 157 70 346
202 283 96 346
312 183 722 346
223 257 10 345
260 221 203 345
157 373 495 345
188 306 748 345
176 329 272 344
435 144 149 343
208 280 453 343
142 455 555 343
444 142 922 343
222 261 941 343
463 142 364 342
285 205 849 342
308 191 110 341
333 178 730 340
260 227 777 340
145 488 293 339
348 173 655 339
235 253 676 339
496 145 334 338
456 146 607 338
390 158 725 338
154 410 742 338
297 201 970 338
200 302 336 337
176 346 766 337
364 168 935 337
190 321 329 336
328 185 793 336
277 220 115 335
267 228 794 335
151 443 906 335
296 206 987 335
302 204 155 333
153 451 477 333
401 160 641 333
151 474 745 333
398 162 463 332
152 495 578 332
183 345 41 331
168 384 174 331
155 451 418 331
389 167 707 330
450 155 817 330
305 207 449 329
162 417 901 329
158 445 344 328
209 304 386 328
348 185 627 328
180 359 696 328
157 466 694 327
386 171 944 327
175 376 965 327
332 195 859 326
184 357 416 325
316 205 512 325
258 251 943 324
284 229 108 323
361 184 390 323
288 226 665 323
316 208 54 322
301 218 395 322
189 356 81 321
228 289 572 321
206 325 263 320
480 163 471 320
475 163 834 320
173 412 421 319
175 402 682 319
420 170 966 319
178 395 77 318
390 179 799 318
467 165 829 318
302 222 972 318
395 179 3 317
437 170 123 317
174 417 179 317
167 482 189 317
173 425 132 316
439 170 280 316
170 453 689 315
490 169 319 314
436 174 99 313
177 420 112 313
333 209 190 313
178 416 396 313
198 355 474 313
438 173 488 313
280 246 489 313
346 202 787 313
343 204 878 313
174 451 5 312
370 193 537 312
251 276 633 312
