1000 50 20264
65 489 625 461
67 491 717 461
51 466 171 458
63 479 980 456
62 460 638 446
71 451 706 433
97 482 729 432
63 432 155 429
107 486 643 427
85 451 175 422
50 394 307 422
83 441 204 418
51 381 334 415
119 479 338 413
114 469 83 411
78 422 210 411
51 368 983 410
56 378 192 409
118 469 612 408
67 391 484 405
101 441 176 403
112 453 628 402
50 60 416 401
61 365 248 399
50 65 959 399
68 372 221 396
157 492 266 396
82 398 418 396
73 381 273 395
73 380 454 395
51 325 920 394
137 468 351 393
145 475 468 392
147 478 646 392
53 76 731 392
64 352 747 391
102 420 296 390
90 401 739 390
86 389 834 388
60 70 912 388
67 55 198 387
110 425 873 387
63 332 244 385
51 279 17 382
51 281 63 382
80 362 173 381
77 356 520 381
55 116 170 380
66 77 742 380
53 278 818 380
174 485 716 379
50 150 4 378
59 297 243 378
51 259 286 378
79 353 653 378
51 144 671 378
168 478 874 378
77 346 115 377
63 307 514 377
69 324 746 377
141 449 985 377
64 95 42 376
51 241 138 376
54 264 369 376
56 127 840 376
50 188 869 375
150 453 222 373
76 334 611 373
140 440 256 372
65 107 401 372
82 346 881 372
62 124 726 371
70 307 323 370
59 258 487 370
61 135 769 370
124 414 70 369
156 453 135 369
60 256 579 369
80 70 666 369
161 457 12 368
63 135 231 368
196 489 535 368
81 71 558 368
59 225 972 367
61 165 62 366
134 423 350 366
178 469 96 364
103 371 355 364
73 294 384 364
89 340 841 364
197 484 247 363
86 332 775 363
202 488 825 363
201 486 365 362
183 470 689 362
67 150 850 362
84 79 922 362
176 462 618 361
82 311 733 360
214 493 885 360
66 196 219 359
222 497 271 359
223 496 100 358
125 397 791 358
113 374 489 357
193 472 797 357
97 63 99 356
71 236 358 356
71 234 440 356
91 77 533 356
133 404 875 356
82 110 95 355
72 235 955 355
87 97 110 354
101 344 337 354
102 59 128 353
213 483 313 353
151 423 341 353
75 156 381 353
226 492 910 353
89 305 181 352
125 385 232 352
77 254 562 352
234 496 342 351
88 104 405 351
104 344 534 351
85 290 705 351
198 467 58 350
75 204 213 350
115 364 831 350
109 348 585 349
135 394 123 348
138 397 310 348
90 295 574 348
202 468 758 348
98 82 905 348
227 484 430 345
117 357 438 345
82 237 456 345
87 271 624 345
93 292 81 344
88 270 154 344
194 454 86 343
83 174 166 343
92 120 328 343
92 283 591 343
91 124 890 343
229 482 988 343
91 127 178 342
107 326 990 342
92 129 909 341
230 479 103 340
87 167 245 340
158 412 835 340
112 332 866 339
211 463 203 338
173 427 471 338
160 411 665 338
107 89 2 337
110 320 162 337
96 128 861 337
170 420 37 336
247 486 227 336
93 253 482 336
92 238 331 335
114 326 830 335
90 191 977 335
103 114 13 334
108 306 389 334
95 151 488 334
109 93 810 334
92 231 817 334
214 459 73 333
106 297 226 333
140 374 267 333
93 227 444 333
240 478 976 333
260 490 981 333
128 349 261 332
123 340 340 332
93 183 366 332
99 137 516 332
129 51 571 332
99 141 9 331
131 354 354 331
113 312 577 331
273 495 703 331
111 305 738 331
137 361 61 329
172 412 660 329
117 316 788 329
101 151 172 328
116 311 474 328
106 123 518 328
261 484 395 327
141 363 485 327
173 410 508 327
98 200 654 327
132 346 925 327
148 372 557 326
124 75 847 326
151 378 887 326
261 483 953 326
280 492 317 325
115 298 676 325
127 331 795 325
101 193 324 324
176 409 521 324
260 480 600 324
107 158 568 321
134 65 960 321
106 172 723 320
139 63 404 318
133 326 945 318
112 153 225 317
139 65 457 317
282 484 502 317
217 440 692 317
117 274 799 317
127 97 452 316
260 469 36 315
306 493 87 315
231 449 479 315
174 390 120 314
235 451 168 314
263 470 711 314
113 167 798 314
131 312 930 314
222 439 90 313
247 458 276 313
265 470 724 313
116 253 865 313
328 498 148 312
171 382 318 312
183 396 257 311
150 55 345 311
255 462 407 311
121 264 6 310
264 466 283 310
115 194 339 310
120 254 633 310
121 148 31 309
190 401 280 309
184 393 539 308
135 304 969 308
118 224 994 308
145 326 363 307
127 276 690 307
171 373 699 307
141 91 124 305
141 310 147 304
247 448 550 304
179 380 722 304
125 250 836 304
186 388 25 303
469 499 205 301
202 403 531 301
222 422 14 300
263 453 125 300
162 57 277 300
136 280 459 300
207 407 767 300
466 497 24 299
135 269 8 298
130 240 67 298
369 494 93 298
152 81 567 298
128 224 720 298
472 494 104 297
484 492 194 297
364 492 749 297
200 395 957 297
347 487 878 296
288 463 889 296
131 170 938 296
130 206 48 295
131 225 270 295
139 130 958 295
351 486 182 294
131 211 290 294
247 435 419 294
174 355 941 294
475 490 3 293
178 358 238 293
245 432 566 293
421 494 696 293
147 112 357 292
280 455 439 292
145 117 812 292
134 226 816 292
330 475 473 290
290 458 668 290
414 491 669 290
142 136 719 290
151 296 940 290
209 393 285 289
341 478 504 289
372 485 572 289
375 485 656 288
144 145 784 287
152 290 800 287
146 267 832 287
172 67 597 286
462 484 971 285
145 152 240 284
487 478 300 284
196 369 569 284
273 441 608 284
161 307 613 284
441 484 391 283
438 484 622 283
164 311 803 283
470 480 934 283
218 393 207 282
381 480 483 282
164 98 167 281
144 187 216 281
392 480 740 281
291 447 826 280
350 470 422 279
422 480 429 279
154 268 431 279
170 313 590 279
167 306 943 279
285 442 966 279
231 400 308 278
328 461 314 278
282 439 470 278
180 72 21 277
289 442 40 277
157 272 420 277
154 146 844 277
162 287 853 277
213 378 118 276
149 186 532 276
422 477 576 276
260 422 725 276
159 132 211 275
167 295 636 275
152 172 789 275
266 425 849 275
152 233 868 275
159 268 78 274
488 468 233 274
190 61 657 274
175 313 932 274
461 472 505 273
336 459 683 273
389 471 526 272
154 224 609 272
227 387 913 272
161 141 860 271
383 468 35 270
355 462 239 270
178 92 305 270
488 464 637 270
163 137 937 270
173 104 962 270
173 294 253 269
210 362 410 269
162 145 679 269
307 443 755 269
160 161 68 268
172 112 537 268
430 469 811 268
239 394 896 268
163 253 330 267
241 395 678 267
158 189 687 267
318 444 918 266
288 428 127 265
408 465 249 265
179 300 635 265
174 117 667 265
217 366 843 265
190 322 343 264
426 465 790 264
168 145 80 263
162 203 509 263
165 160 547 263
208 350 793 263
220 365 917 263
319 441 77 262
177 115 306 262
173 130 335 262
309 436 639 262
297 428 385 261
209 54 939 261
359 453 98 260
174 264 220 259
168 173 527 259
283 418 549 259
189 308 923 259
367 452 102 258
307 430 460 258
218 355 548 258
241 382 575 258
247 387 174 257
406 457 327 257
206 68 709 256
214 346 829 256
169 217 867 256
362 448 74 255
170 187 435 255
323 435 610 255
170 201 936 255
188 293 870 254
175 161 202 253
301 421 250 253
440 454 332 253
177 249 496 253
276 406 647 253
227 359 695 253
499 443 845 253
224 354 995 253
382 449 297 252
174 179 882 252
467 448 237 251
225 50 322 251
198 93 380 251
310 424 450 251
412 452 500 251
482 445 623 251
484 444 510 250
211 72 903 250
182 147 5 249
348 438 242 249
309 421 411 249
335 433 715 249
373 443 121 248
264 389 541 248
214 332 924 248
181 157 979 248
343 434 122 247
204 312 185 247
195 292 394 247
314 422 581 247
249 375 838 247
289 406 382 246
183 157 506 246
209 318 580 246
179 186 658 246
186 143 686 246
252 376 864 246
439 447 996 246
215 73 999 246
263 385 180 245
196 286 262 244
239 359 744 244
191 133 987 244
254 373 377 243
268 387 556 243
283 398 614 243
211 89 76 242
241 357 737 241
196 132 246 239
191 151 370 239
453 437 241 238
193 146 259 238
241 50 846 238
416 438 55 237
213 94 196 237
215 94 10 236
273 381 131 236
374 431 278 236
337 420 672 236
338 420 892 236
240 348 949 236
238 61 543 234
194 162 565 234
308 404 673 234
324 412 753 234
493 425 961 234
291 390 206 232
283 385 434 232
241 60 751 232
267 371 802 232
233 330 258 231
227 320 414 231
461 429 759 231
336 414 781 231
410 431 428 230
452 429 443 230
283 382 540 230
236 332 942 230
217 299 998 230
394 428 360 229
197 219 373 229
450 428 56 228
288 382 105 227
325 405 362 227
433 428 915 227
426 427 287 226
257 352 891 226
491 416 663 225
294 384 894 225
500 412 553 224
230 91 615 224
224 297 149 223
240 76 888 223
220 287 490 222
488 414 503 222
456 421 842 222
446 422 967 222
277 365 116 221
232 308 191 221
447 420 393 220
295 379 513 220
466 416 22 219
214 141 50 219
235 93 302 219
210 241 727 219
464 415 446 218
207 192 852 218
321 392 734 217
261 60 54 216
232 298 142 216
257 66 212 216
236 96 294 216
210 224 815 216
252 328 898 215
213 167 956 215
440 414 82 214
288 366 589 214
394 413 593 214
254 72 851 214
371 408 854 214
218 255 914 214
241 309 269 213
362 404 326 213
298 372 353 213
250 322 661 213
242 309 415 212
213 190 736 212
500 398 201 211
215 180 364 211
217 163 649 211
493 400 160 210
371 404 390 210
221 156 89 209
373 403 114 209
496 398 304 209
234 115 361 209
248 312 776 209
301 368 688 208
222 239 309 207
324 382 517 207
338 388 112 206
258 322 184 206
287 354 627 206
391 403 1 205
220 196 792 205
412 404 763 203
231 257 282 202
224 222 352 202
226 234 447 202
235 132 449 202
230 253 641 202
339 383 321 201
234 263 704 201
227 235 899 201
266 321 47 199
392 397 554 199
461 396 209 198
264 317 400 198
352 385 453 198
355 385 141 197
440 397 538 197
231 165 833 197
244 280 997 197
338 377 19 196
282 67 498 196
230 222 822 196
396 394 756 195
353 381 72 194
372 387 605 193
302 350 897 193
267 92 642 192
331 368 794 192
287 68 801 192
377 387 973 192
262 99 975 192
291 337 492 191
244 261 772 191
236 183 195 190
428 391 281 190
253 281 346 190
368 382 563 190
443 390 935 190
297 340 152 189
384 385 551 189
498 375 604 189
365 380 741 189
286 329 907 189
246 145 16 188
251 131 197 188
259 115 670 187
311 53 750 187
380 381 595 186
464 383 694 186
273 93 701 186
378 380 106 185
242 176 298 185
301 64 344 185
486 376 423 185
395 383 525 184
466 380 804 184
298 333 161 183
273 99 991 183
294 74 18 182
