10000 500 1703811
4978 4974 8111 3883
4978 4912 72 3847
4979 4905 5737 3843
4945 4941 3405 3837
4991 4876 6194 3836
4887 4974 8381 3811
4890 4935 753 3790
4989 532 7827 3774
4821 4970 5011 3756
4973 4757 5183 3753
4843 4929 4993 3749
4796 4978 7650 3742
4931 516 2784 3735
4911 4814 6790 3735
4911 4807 8750 3731
4934 4768 695 3728
4923 4784 5049 3728
4997 4656 4481 3718
4835 4887 3920 3717
4949 576 817 3716
4922 4765 4587 3716
4770 4968 4237 3715
4954 587 8565 3714
4962 4697 3339 3711
4922 548 3652 3710
4932 578 731 3701
4962 4668 3189 3695
4853 4825 2102 3694
4967 649 8291 3691
4953 633 8382 3688
4944 4680 6361 3687
4853 4805 4036 3683
4882 537 8654 3683
4823 4840 680 3679
4974 702 8199 3669
4772 4889 3218 3668
4948 4639 8826 3668
4800 4850 1915 3667
4944 4638 8530 3664
4977 4584 5802 3663
4958 4611 39 3661
4984 739 1662 3658
4960 702 6021 3657
4740 4906 6495 3653
4825 513 6315 3651
4874 4717 721 3649
4890 4693 8368 3649
4996 785 5637 3644
4672 4975 6421 3643
4768 4853 8571 3643
4950 4586 9384 3641
4891 631 551 3637
4859 4705 2502 3630
4809 4772 6266 3628
4978 790 1359 3626
4688 4920 8909 3621
4889 4643 5332 3620
4798 528 6326 3620
4975 803 4451 3617
4932 4568 8118 3616
4812 565 384 3610
4802 552 8402 3609
4798 551 7082 3606
4958 4500 9130 3603
4603 4993 272 3602
4768 519 2268 3601
4971 832 1927 3599
4962 816 9634 3599
4944 4508 1181 3595
4875 4617 9446 3594
4632 4946 9831 3594
4736 4813 3832 3593
4778 547 4128 3593
4897 729 8370 3589
4931 4517 6295 3588
4998 4395 5852 3585
4575 4998 3408 3584
4927 796 1746 3579
4916 779 8461 3579
4601 4958 3398 3578
4591 4969 3417 3578
4771 564 2199 3577
4946 838 467 3574
4763 561 5432 3572
4895 4544 9883 3572
4892 4547 7491 3571
4999 949 3865 3565
4982 4378 1668 3563
4739 547 7484 3561
4923 4470 964 3557
4588 4936 8399 3554
4925 846 1037 3552
4797 4652 575 3549
4970 4372 1045 3549
4879 4526 2137 3549
4922 4451 2146 3547
4551 4969 3829 3547
4992 976 1610 3546
4592 4918 8105 3545
4639 4854 4421 3542
4960 4374 4410 3541
4937 4411 1760 3540
4770 4674 4155 3539
4767 4678 4961 3539
4844 739 5039 3539
4884 4497 8598 3538
4684 520 2507 3533
4538 4961 3755 3532
4559 4925 4422 3525
4643 4820 871 3524
4723 4711 4556 3522
4882 4470 5346 3522
4846 4520 7929 3518
4546 4927 3350 3516
4845 784 8794 3516
4657 514 4558 3515
4696 4728 4711 3510
4524 4943 9935 3510
4808 740 5209 3508
4994 4240 6576 3508
4544 4917 8678 3508
4648 4787 3201 3507
4664 537 6630 3507
4550 4906 1686 3506
4471 4998 7941 3506
4974 4268 461 3503
4468 4997 4827 3503
4840 805 1161 3500
4686 578 1446 3500
4671 560 3926 3499
4725 4667 5624 3498
4685 583 4389 3496
4965 1034 558 3495
4709 619 7414 3495
4886 4408 4161 3494
4468 4983 4848 3494
4883 893 4473 3492
4565 4867 5485 3492
4994 1101 6008 3491
4880 893 978 3489
4829 812 7408 3487
4684 4702 1105 3485
4663 578 3566 3481
4656 4728 3833 3478
4446 4984 4781 3478
4800 4516 9985 3477
4930 1014 41 3474
4646 571 5435 3472
4839 4444 9716 3472
4594 4797 6151 3471
4828 4459 7255 3470
4791 784 7554 3470
4810 816 432 3469
4770 4544 111 3467
4971 4193 768 3467
4619 4758 791 3467
4704 4635 4958 3463
4727 4599 6329 3461
4821 4451 2228 3460
4743 4572 4212 3459
4588 4785 7913 3459
4770 4531 9132 3459
4976 1142 3298 3457
4645 600 4851 3454
4726 719 4366 3451
4587 4773 7536 3451
4772 4509 6465 3449
4609 563 2971 3447
4735 4558 6509 3445
4718 718 9029 3445
4932 1081 9656 3445
4566 4790 9878 3445
4831 903 4692 3442
4582 4763 684 3441
4477 4892 1025 3441
4991 1212 1404 3440
4472 4896 7263 3440
4626 4702 1697 3439
4425 4949 1981 3439
4965 1165 3654 3437
4755 4510 2294 3435
4666 663 4569 3434
4744 778 9320 3434
4497 4853 4568 3431
4646 4660 924 3430
4689 4597 453 3429
4881 4282 208 3428
4449 4905 2296 3428
4661 667 7424 3428
4615 605 732 3427
4792 4436 1173 3427
4917 1090 2077 3427
4778 4458 8842 3427
4964 4115 8528 3426
4904 1070 5479 3425
4676 4610 8866 3425
4688 713 9757 3423
4513 4818 2477 3421
4968 1209 8580 3421
4822 932 1566 3419
4641 655 3385 3418
4601 603 5650 3417
