1000 50 21288
56 52 977 469
57 53 473 468
499 52 701 458
54 69 658 456
62 66 485 454
54 72 285 453
70 71 61 446
494 64 722 445
74 72 226 443
91 64 164 442
484 62 633 442
86 67 787 442
73 75 735 441
103 62 135 439
449 51 220 438
136 50 809 437
90 72 391 436
491 73 993 435
489 74 341 433
142 59 531 427
460 67 692 427
52 107 346 425
428 57 597 425
89 86 924 424
389 50 348 421
174 55 66 420
181 53 774 420
492 95 439 416
462 80 657 416
428 67 829 416
463 81 895 416
98 91 243 415
208 54 700 413
358 52 858 413
178 62 967 412
347 53 570 410
228 55 69 409
333 52 836 409
442 80 43 408
199 61 854 408
275 52 22 407
408 69 379 407
172 70 528 407
252 55 131 406
76 114 185 406
457 89 314 406
324 54 435 406
115 93 619 406
295 54 121 405
198 65 202 405
265 55 315 405
70 119 402 405
428 78 495 405
120 91 625 405
225 59 851 405
234 59 421 404
485 105 587 404
160 76 778 404
220 62 431 403
354 61 978 403
214 64 6 402
249 59 370 402
194 69 517 402
478 104 741 402
149 85 65 400
284 59 387 400
107 103 718 400
170 78 3 399
212 68 173 399
163 81 683 399
172 78 719 399
222 67 399 398
261 62 797 398
492 118 266 396
405 81 556 395
379 75 480 394
123 102 574 394
50 146 581 394
432 93 276 393
110 110 761 393
215 74 11 392
315 68 219 392
161 90 105 391
467 111 248 390
259 71 287 389
80 131 369 389
364 77 454 389
192 83 526 389
234 74 634 389
349 75 641 389
330 72 706 389
462 111 603 388
128 108 177 387
225 77 216 387
79 135 917 387
80 134 941 387
303 73 37 386
254 75 286 386
317 74 893 386
422 98 605 384
202 85 733 384
445 108 748 384
157 99 942 384
336 79 608 383
329 80 810 381
390 91 935 381
130 114 313 380
85 139 471 380
441 110 483 380
450 114 617 380
129 115 623 380
452 116 189 379
418 103 565 378
457 120 590 378
209 90 665 378
373 91 113 377
416 104 323 377
202 92 627 377
274 82 943 377
361 90 351 376
442 115 453 376
307 83 940 376
168 104 253 375
131 119 383 375
93 140 539 375
412 104 900 375
498 148 225 374
380 96 404 374
59 166 55 373
461 127 234 373
453 124 414 373
370 95 542 373
55 171 83 372
479 139 534 372
115 132 198 371
134 122 520 371
72 159 1000 371
376 99 211 370
149 117 801 370
194 102 846 370
500 155 516 369
480 143 680 369
226 97 366 368
437 122 381 368
460 134 42 367
51 180 986 367
463 137 841 366
455 133 775 365
84 159 374 364
309 97 654 362
99 153 577 361
295 98 859 361
216 107 586 360
72 172 592 360
55 186 790 360
496 164 968 360
294 100 41 359
186 115 481 359
176 120 309 358
500 169 437 358
52 192 620 358
307 101 821 358
134 137 944 358
164 125 282 357
324 105 19 356
185 119 427 356
214 111 498 356
151 131 561 356
212 113 74 355
188 119 541 355
333 108 714 354
348 110 756 354
157 132 29 353
406 126 44 353
430 135 694 353
127 147 158 352
371 116 618 352
416 133 101 350
373 119 296 350
56 201 294 348
120 155 825 348
88 177 425 347
162 137 776 347
409 133 835 347
65 195 925 347
125 154 929 347
398 129 997 347
252 115 28 346
130 152 39 346
405 135 265 344
487 178 352 343
281 116 717 343
54 210 753 343
133 155 152 342
77 191 312 342
289 117 551 342
474 172 334 341
140 153 401 341
306 118 464 341
92 181 752 341
274 119 420 340
457 163 611 340
425 147 690 340
229 125 847 340
145 152 867 340
131 161 156 338
269 122 206 338
63 208 270 338
207 131 502 338
52 219 723 338
153 150 979 338
233 127 149 337
84 192 521 337
78 197 670 337
226 129 47 336
459 169 660 336
253 127 299 334
82 198 662 334
157 153 934 334
483 188 106 333
129 168 238 333
255 128 772 333
494 197 204 332
424 155 630 332
207 138 734 332
291 127 819 332
249 131 36 331
293 128 40 331
82 201 139 331
378 140 478 331
112 180 589 331
98 191 71 330
485 193 237 330
98 192 273 329
299 130 661 329
179 150 17 328
448 172 393 328
112 186 828 326
172 156 24 325
221 142 223 324
461 185 77 323
70 223 844 323
261 137 958 323
194 152 179 322
83 214 559 321
68 229 10 320
98 203 585 320
288 139 721 320
358 146 987 320
207 151 89 319
459 189 647 319
421 169 53 318
164 167 240 318
71 228 305 318
250 144 476 318
314 142 816 318
412 165 820 318
480 205 18 317
293 142 655 317
365 151 767 317
222 150 254 316
151 176 491 315
286 144 622 315
491 217 822 315
340 149 34 314
395 163 174 314
303 145 236 314
154 177 143 313
65 241 518 313
161 175 479 312
197 161 540 312
61 248 23 311
273 148 685 311
317 150 232 310
80 231 740 310
362 159 78 309
497 229 146 309
100 216 110 308
326 155 59 306
240 157 213 306
279 153 503 306
344 158 525 306
435 190 837 306
56 264 931 305
151 189 562 304
441 196 284 303
196 171 362 303
342 160 458 303
346 161 572 303
205 168 786 303
492 233 830 303
113 214 327 302
361 165 747 302
353 165 302 301
159 188 318 301
378 171 628 301
80 243 649 301
83 240 937 301
461 213 138 300
254 161 467 300
174 182 839 300
175 183 524 299
317 162 342 298
456 212 355 298
64 266 477 297
73 258 120 296
500 250 710 296
180 184 952 296
74 260 543 294
430 202 329 293
364 175 725 293
132 213 153 292
322 169 598 292
374 179 599 292
404 190 703 292
167 196 298 290
166 198 275 289
55 290 306 289
183 191 434 289
250 173 865 289
194 186 888 289
104 238 891 289
125 223 894 288
452 222 118 287
