1000 50 23216
50 500 603 519
56 489 186 506
83 498 986 499
70 488 60 498
52 475 493 497
79 487 324 492
74 483 965 491
115 499 236 485
86 478 579 481
62 462 634 480
87 475 187 478
123 495 759 478
77 465 343 475
70 459 490 473
107 480 289 472
78 462 460 472
90 469 658 471
104 476 347 470
137 489 253 466
119 476 63 463
106 469 216 463
99 465 533 463
119 475 319 462
127 479 470 462
137 485 546 462
64 441 555 462
55 430 249 459
52 425 310 457
150 484 209 456
147 483 317 456
134 475 661 455
106 460 948 455
96 452 46 453
155 483 290 453
86 445 797 453
193 498 950 453
188 495 64 452
138 474 288 452
165 483 462 449
119 461 855 449
132 466 608 448
465 496 918 447
168 482 956 447
108 449 647 445
94 438 101 443
87 432 561 442
189 481 301 439
98 435 473 438
86 427 997 438
443 492 72 437
467 485 150 437
266 499 733 437
74 416 629 436
235 491 479 435
423 493 427 434
387 498 105 433
92 425 588 433
389 498 682 433
299 498 484 432
300 498 505 432
267 493 390 431
54 393 852 431
229 484 31 430
332 498 90 430
469 477 615 430
230 483 425 429
463 478 803 429
381 495 839 429
94 420 51 428
89 417 119 428
142 449 159 428
484 470 190 428
264 490 594 428
149 453 874 428
451 480 785 427
435 483 469 426
89 414 614 426
278 488 206 424
371 490 300 423
456 474 502 423
368 489 85 422
424 481 122 422
481 465 791 422
432 479 872 422
317 489 515 421
438 476 66 420
306 487 193 420
295 486 224 420
294 486 247 420
103 414 8 418
139 436 788 418
308 485 835 418
80 397 174 417
489 456 694 417
488 457 776 417
212 465 217 416
137 433 255 416
354 484 309 416
449 469 532 416
289 481 534 416
391 480 571 416
338 484 686 416
430 472 428 415
125 424 810 414
422 472 205 413
201 457 116 412
302 479 361 412
264 473 670 412
209 459 438 411
220 462 447 411
302 477 4 410
400 473 749 410
315 477 934 410
197 452 58 409
493 445 278 408
170 440 430 408
497 443 440 408
70 376 488 408
315 475 958 408
343 475 263 407
353 475 375 407
261 467 245 406
209 453 547 406
106 402 994 406
294 471 133 405
201 450 270 405
69 372 944 405
118 407 382 404
142 422 636 404
62 364 800 404
69 369 356 403
383 468 393 403
151 424 302 402
51 350 333 402
137 417 475 402
369 469 735 402
216 450 452 401
87 382 730 401
194 442 442 400
276 463 529 400
455 448 123 398
93 382 248 398
100 388 856 398
276 460 93 397
60 352 335 397
378 463 834 397
469 441 625 396
99 384 745 396
216 445 920 396
196 435 567 393
476 435 539 392
153 414 795 392
119 393 202 391
361 458 360 391
459 438 143 390
375 456 162 390
126 396 212 390
474 433 969 390
101 377 97 389
235 443 388 389
174 421 403 389
74 354 809 389
97 373 179 388
278 451 240 388
445 441 814 388
197 430 911 388
351 455 103 387
79 356 315 387
75 353 598 387
351 453 284 385
430 441 734 384
251 442 827 384
366 450 483 383
451 432 149 381
450 432 769 381
114 377 772 381
210 426 599 380
412 441 698 380
145 396 990 380
491 413 482 378
155 399 643 378
173 409 842 378
51 314 106 377
202 419 48 376
386 441 81 376
286 441 298 376
132 383 491 376
51 312 662 376
313 442 194 375
377 441 365 375
176 406 492 374
366 441 716 374
432 430 878 374
235 428 949 374
78 337 88 373
180 406 132 373
299 439 538 373
230 425 761 373
226 423 817 372
445 423 527 371
297 437 617 371
172 399 280 370
288 435 352 370
138 380 391 370
156 388 70 368
421 426 506 368
223 417 616 367
131 372 721 367
225 416 398 366
60 307 591 366
138 375 954 366
281 429 178 365
195 404 274 365
211 411 369 365
377 431 374 365
351 433 717 365
124 364 830 365
118 359 348 364
243 420 478 364
142 375 498 364
480 403 891 364
151 380 518 363
241 418 605 363
410 423 99 362
486 398 405 362
283 426 413 362
257 421 898 362
88 331 961 362
387 426 231 361
398 424 573 361
386 426 691 361
458 408 792 361
466 404 286 360
101 338 587 359
306 426 857 359
368 424 742 357
168 381 14 356
278 419 723 356
213 401 137 355
156 373 660 355
414 414 136 354
292 419 220 354
166 377 357 353
321 420 241 352
158 371 474 352
106 333 756 352
90 319 936 352
431 406 49 351
255 409 541 351
498 380 960 351
156 369 977 351
69 293 695 350
63 286 970 350
224 398 86 349
107 331 180 349
497 378 229 349
248 405 780 349
56 275 924 349
127 345 114 348
374 414 161 348
372 413 242 347
64 283 446 347
251 404 556 347
68 287 773 347
164 367 496 345
217 391 535 345
429 401 692 345
108 323 680 343
71 283 431 342
333 410 799 342
99 312 635 341
95 308 942 341
481 376 685 340
378 406 697 340
227 390 798 340
72 278 110 338
92 301 500 338
303 403 982 337
192 371 463 336
301 402 569 336
262 396 702 336
139 339 719 336
473 374 277 335
405 396 683 335
130 332 740 335
448 384 963 335
98 302 98 334
412 393 102 334
405 395 652 334
206 375 782 334
251 390 421 333
122 322 458 333
245 388 886 333
193 367 477 332
119 318 628 332
482 366 42 331
351 399 155 331
303 397 824 331
288 393 124 329
400 391 457 329
473 367 115 328
53 232 135 328
150 338 304 328
396 391 906 328
230 377 192 327
57 237 422 327
250 383 848 327
221 373 55 326
67 250 485 326
456 372 659 326
74 260 754 326
285 389 128 325
177 351 922 325
104 293 214 324
372 390 262 324
235 375 669 324
132 319 844 324
275 385 146 323
116 303 294 323
470 362 383 323
350 390 7 322
99 285 537 322
286 386 823 322
379 387 967 322
446 370 282 321
355 386 404 319
177 344 576 319
382 384 910 319
83 259 10 318
192 351 260 318
207 357 879 317
54 209 134 316
265 376 250 316
69 234 275 315
52 202 801 315
454 359 581 314
411 373 757 314
388 377 851 313
69 229 940 313
451 360 981 313
183 339 107 312
82 247 865 312
267 372 978 312
78 241 160 311
159 323 325 311
499 334 551 311
214 354 837 311
251 366 350 310
78 239 725 310
93 259 912 310
70 224 1 309
306 375 166 309
272 370 495 309
403 370 526 309
444 358 849 309
155 316 665 308
335 375 104 307
155 315 674 307
273 367 22 306
88 246 65 306
101 262 91 306
419 363 287 306
390 369 445 306
323 374 528 306
272 366 305 305
59 194 450 305
139 300 955 305
331 372 226 304
