1000 50 21461
499 55 747 490
494 54 425 487
486 64 32 474
489 72 372 471
496 91 124 463
499 96 557 462
450 53 503 458
473 79 99 455
481 94 7 450
456 73 280 447
448 72 529 442
477 102 668 442
457 82 677 441
474 101 27 440
420 54 723 438
439 71 145 437
462 93 490 437
459 92 138 436
417 55 883 435
418 58 157 434
437 76 416 432
413 56 967 432
451 94 522 429
478 124 916 428
461 107 521 427
488 138 727 427
490 144 42 425
427 78 807 424
468 123 550 421
403 64 53 420
412 71 235 420
428 87 971 418
418 80 526 417
442 101 712 417
428 89 985 416
402 72 362 413
467 139 398 410
368 54 710 408
374 58 879 408
447 121 933 407
406 85 21 405
447 124 55 405
377 63 109 405
465 144 164 405
399 79 299 405
485 178 716 401
398 84 845 401
406 92 327 400
435 121 4 398
344 51 5 398
352 59 659 395
475 180 978 392
448 147 523 390
421 118 948 390
331 54 961 390
483 197 439 389
461 170 410 386
482 205 318 385
471 186 543 385
429 134 951 385
472 190 172 384
417 123 325 384
373 87 369 384
446 154 819 384
445 154 134 383
452 166 832 381
442 158 519 379
470 196 664 379
463 187 250 378
464 189 908 378
463 189 28 377
479 214 449 377
470 200 616 377
463 188 949 377
496 249 996 377
467 201 213 374
456 184 586 374
346 82 821 373
496 263 222 372
413 136 424 372
482 231 568 372
399 123 724 372
487 244 739 371
377 106 743 371
475 221 931 371
476 224 13 370
384 113 313 370
298 60 324 370
342 83 614 370
351 88 646 370
407 135 44 368
406 135 857 368
490 260 287 367
364 102 384 366
413 146 535 365
307 71 173 364
454 198 703 364
462 211 729 364
369 109 158 363
297 68 536 362
490 274 672 362
264 56 510 361
367 112 274 360
441 187 295 360
329 87 428 360
370 115 527 359
289 68 844 359
299 74 75 358
352 104 196 358
496 314 302 356
495 487 389 356
451 210 35 355
82 52 123 354
416 165 471 354
345 103 678 354
494 484 913 354
342 103 334 353
211 51 470 353
500 448 563 353
341 102 846 353
292 76 909 353
486 292 932 353
102 50 541 352
88 52 649 352
490 309 808 352
496 466 876 352
243 62 154 350
99 53 203 350
358 117 272 350
498 366 289 350
449 219 82 349
335 103 333 349
120 51 351 349
418 175 370 349
69 60 491 349
419 176 924 349
433 196 159 348
317 95 415 347
145 52 417 347
484 494 433 347
362 124 835 347
301 87 877 347
485 484 153 346
453 232 656 346
493 357 853 346
457 242 66 345
387 148 143 345
225 62 349 345
101 57 447 345
417 180 612 345
494 373 653 345
486 320 893 345
357 124 269 344
393 155 342 344
229 64 690 344
201 59 905 344
80 63 268 343
482 482 464 342
450 234 602 342
485 467 818 342
483 323 891 342
488 352 3 341
359 129 360 341
483 471 484 341
491 384 675 341
376 143 750 341
365 136 63 340
155 59 781 340
355 129 71 339
462 266 127 339
60 72 742 339
107 64 199 338
466 278 900 338
176 63 8 337
282 89 191 337
235 73 851 337
188 64 912 337
426 206 982 337
485 422 17 336
483 352 306 336
289 93 509 336
484 367 603 336
339 121 870 336
441 232 966 336
268 85 64 335
476 322 300 335
417 197 332 335
372 148 352 335
84 71 831 335
472 306 972 335
414 194 144 334
302 102 791 334
441 236 806 334
482 373 488 333
479 450 942 333
290 98 165 332
469 492 276 332
475 466 528 332
481 421 553 332
168 67 907 332
144 68 104 331
314 112 133 331
481 393 343 331
291 100 445 331
75 77 738 331
183 70 896 331
65 80 546 330
408 194 805 330
434 232 286 329
235 81 321 329
266 91 402 329
51 86 493 328
475 358 671 328
474 350 810 328
400 187 823 328
97 76 427 327
436 242 25 326
413 206 52 326
473 441 126 326
70 83 225 326
471 456 259 326
170 74 643 326
217 80 676 326
159 73 992 326
405 197 11 325
207 79 294 325
423 222 801 325
287 105 73 324
290 107 231 324
122 76 577 324
305 114 767 324
393 184 772 324
471 443 947 324
470 444 65 323
401 195 86 323
466 468 214 323
432 243 96 322
453 291 387 322
395 190 788 322
284 106 926 322
467 448 76 321
469 360 453 321
470 378 701 321
143 79 552 320
308 121 573 320
454 499 695 320
407 209 848 320
351 150 889 320
470 411 969 320
198 84 105 319
108 83 456 319
427 240 545 319
171 81 580 319
437 259 872 319
132 82 34 318
467 428 200 318
468 389 766 318
102 86 240 317
249 98 283 317
465 431 293 317
438 266 498 317
167 83 489 316
175 84 511 316
380 184 111 315
213 90 132 315
456 326 248 315
465 386 446 315
261 104 566 315
426 247 617 315
406 215 752 315
454 317 856 315
274 110 102 314
206 90 257 314
352 159 691 314
89 92 206 313
153 86 540 313
218 93 714 313
462 372 816 313
85 94 19 312
460 431 409 312
413 232 591 312
56 101 682 312
291 121 937 312
368 177 83 311
455 460 328 311
460 422 708 311
183 90 753 311
74 98 146 310
253 107 512 310
438 287 251 309
398 215 500 309
447 485 613 309
413 236 717 309
319 141 441 308
64 104 221 307
304 133 631 307
192 95 782 307
444 312 955 307
66 105 156 306
234 105 292 306
395 216 539 306
406 231 662 306
439 297 722 306
439 495 135 305
221 102 260 305
248 111 22 304
442 313 114 304
279 124 234 304
353 173 572 304
448 458 778 304
452 435 785 304
333 156 837 304
230 106 878 304
68 107 331 303
451 433 406 303
88 102 890 303
197 101 337 302
400 231 16 301
159 98 18 301
379 204 242 301
229 109 336 301
297 136 407 301
65 110 468 301
336 162 686 301
289 132 718 301
440 324 148 300
438 315 422 300
404 239 608 300
322 153 761 300
435 308 183 299
449 404 249 299
101 104 551 299
440 461 33 297
437 324 380 297
96 108 226 296
446 386 267 296
58 118 405 296
225 113 665 296
435 478 839 296
