10000 500 2579299
4987 4986 1991 5797
4993 4979 3005 5795
4922 4992 6493 5758
4997 4921 320 5755
4997 4906 2722 5744
4924 4960 6690 5735
4992 4893 9906 5731
4934 4898 566 5696
4979 4858 5532 5696
4855 4962 8780 5692
4870 4947 200 5690
4987 4837 5830 5686
4980 4843 6140 5686
4804 4990 9606 5680
4992 4811 1919 5671
4912 4881 7940 5668
4801 4973 2948 5665
4931 4850 2699 5658
4783 4978 1728 5657
4923 4846 6414 5650
4959 4812 1713 5649
4905 4861 6519 5649
4916 4848 9474 5647
4933 4832 7203 5646
4849 4905 3430 5645
4825 4923 8126 5642
4724 4991 5263 5629
4823 4904 831 5627
4750 4964 863 5625
4927 4799 5397 5618
4968 4755 556 5613
4864 4842 764 5607
4942 4767 95 5604
4773 4915 8241 5602
4960 4744 7816 5600
4802 4886 9789 5599
4658 4996 8996 5591
4756 4910 7140 5588
4854 4813 1367 5579
4842 4822 9825 5578
4990 4680 7077 5574
4906 4746 6662 5564
4594 4982 6974 5540
4640 4942 2942 5538
4946 4671 2281 5537
4678 4904 3407 5533
4746 4844 9614 5531
4971 4637 1077 5530
4649 4922 393 5528
4597 4961 568 5525
4802 4783 1733 5522
4754 4810 793 5511
4646 4898 3965 5508
4940 4634 7577 5506
4880 4687 6994 5503
4686 4857 7542 5502
4727 4822 8669 5502
4741 4805 9378 5498
4902 4656 7112 5496
4814 4736 2354 5495
4954 4605 7479 5495
4744 4798 8395 5495
4851 4685 4023 5482
4574 4924 5179 5482
4683 4832 823 5481
4501 4975 885 5477
4972 4556 3822 5472
4613 4878 9695 5471
4908 4612 5641 5468
4502 4943 1166 5452
4753 4730 4489 5450
4953 4541 717 5448
4662 4807 1751 5448
4989 4503 4034 5447
4907 4583 220 5446
4995 4492 2660 5443
4572 4875 8284 5443
4579 4865 8656 5440
4894 4583 427 5437
4576 4862 2184 5435
4585 4848 5335 5430
4939 4523 4081 5426
4675 4765 3189 5425
4608 4815 1834 5420
4396 4971 8244 5410
4510 4882 8183 5409
4925 4512 8087 5408
4799 4627 4025 5404
4914 4515 3452 5403
4646 4760 9353 5402
4582 4813 202 5401
4633 4768 2663 5400
4958 4468 8605 5400
4486 4889 9308 5400
4624 4772 616 5397
4343 4994 9096 5396
4877 4535 5705 5391
4360 4974 789 5390
4865 4543 5752 5389
