1000 50 22405
471 50 307 496
487 72 30 487
462 65 915 479
458 66 961 476
430 50 224 475
444 59 294 474
486 89 573 473
493 95 969 473
447 69 231 467
467 82 923 467
406 55 209 459
416 62 351 458
485 109 44 457
461 92 533 456
400 57 58 455
456 90 575 455
413 64 751 455
441 83 98 452
392 57 52 451
421 73 177 450
383 57 863 448
412 73 860 446
413 75 775 445
391 65 282 444
369 57 290 442
480 124 720 442
488 132 364 441
474 122 540 440
496 142 173 439
420 86 397 439
347 52 641 439
390 71 95 438
484 133 113 438
377 65 912 438
486 135 782 437
457 115 202 435
407 83 696 435
463 120 850 434
469 125 909 434
327 51 387 433
440 105 428 433
442 107 786 433
369 67 890 433
426 97 706 432
326 52 788 432
477 136 865 431
436 108 825 429
96 50 667 428
497 160 246 426
299 51 480 426
77 58 179 425
476 144 381 424
495 162 590 424
338 66 198 423
381 83 796 423
411 100 325 422
415 103 759 422
344 69 816 422
481 151 993 422
120 51 703 421
346 70 939 421
419 107 856 420
99 58 97 419
131 52 800 419
61 70 174 418
62 70 942 418
497 173 183 417
98 61 828 416
469 150 101 415
183 50 323 415
111 59 459 415
358 82 767 415
220 52 504 414
419 114 700 414
285 60 841 414
107 62 91 413
469 153 410 413
274 60 876 412
96 67 360 411
455 144 434 411
358 86 506 411
54 81 583 410
496 182 727 410
289 66 93 409
453 145 205 409
121 64 454 409
335 79 698 409
137 61 830 409
111 67 164 408
309 72 212 408
337 81 233 408
82 76 416 406
109 69 822 406
175 61 1 405
165 61 801 405
145 66 193 403
324 82 376 403
246 65 910 403
201 63 94 402
80 81 120 402
406 120 501 402
399 116 548 402
233 65 295 401
181 66 483 399
148 69 819 399
403 122 904 399
334 90 954 399
447 154 138 398
460 164 560 398
491 197 684 396
400 126 206 394
463 173 737 394
439 152 968 394
408 132 114 393
460 171 266 393
412 135 318 393
473 185 617 392
239 77 691 390
68 98 730 390
425 147 999 390
209 76 422 389
355 109 674 389
272 85 675 387
281 88 71 386
301 93 484 386
302 93 724 386
366 118 154 385
211 80 701 385
175 81 781 385
488 210 878 385
482 204 978 385
411 145 39 384
268 87 377 384
476 200 462 383
344 110 529 383
154 86 191 382
196 83 719 382
176 84 931 382
366 123 88 381
336 109 324 381
340 111 534 381
498 231 661 380
494 226 794 380
331 110 758 379
366 126 127 378
457 189 403 378
