1000 50 22109
66 61 710 473
82 54 19 472
97 53 139 466
101 54 168 464
83 63 524 463
91 64 146 459
134 51 936 454
68 83 629 453
480 65 329 452
51 95 78 451
139 53 470 450
104 68 997 450
54 97 560 448
143 54 663 448
469 65 316 447
435 54 841 445
146 57 31 444
149 56 412 444
140 60 52 443
500 84 346 443
157 55 854 442
492 82 565 441
104 78 922 441
70 95 992 441
127 70 263 439
450 66 664 439
165 56 944 439
147 63 265 438
472 76 838 438
408 54 23 437
406 54 161 437
400 52 279 437
435 64 226 436
493 90 387 435
389 52 582 435
147 67 172 434
473 81 532 434
157 65 456 433
443 70 690 433
401 57 783 433
107 85 820 433
472 83 967 432
128 78 259 431
139 75 41 430
122 83 58 429
126 81 210 429
483 91 301 429
493 96 906 429
103 92 117 428
369 55 515 428
439 74 594 428
97 96 963 428
111 90 128 427
174 66 650 427
89 102 93 426
83 105 124 426
462 85 986 426
344 54 497 425
353 55 567 425
401 66 240 424
216 59 786 424
135 83 842 424
90 105 375 423
109 96 69 422
128 88 304 422
105 98 709 422
485 101 185 421
338 57 189 421
62 124 634 421
478 98 999 421
203 67 328 419
444 85 519 419
343 60 617 419
56 132 17 418
370 65 353 418
264 59 644 418
205 68 468 417
400 73 877 417
270 62 108 415
116 101 295 415
389 72 453 415
228 66 463 415
212 69 643 415
159 84 542 414
382 72 846 414
488 112 818 413
163 85 159 412
288 64 505 412
265 65 996 412
477 109 165 411
245 69 666 410
124 102 843 410
64 136 910 410
198 79 298 408
446 99 154 407
98 119 302 407
68 137 597 407
386 80 654 407
240 72 715 407
484 118 163 406
494 123 442 406
381 80 653 406
55 147 660 406
256 72 727 406
234 74 873 406
385 82 979 405
270 73 815 404
175 90 827 404
381 83 138 403
217 80 528 403
398 88 2 402
170 93 9 402
197 86 231 402
255 76 311 402
480 120 958 402
309 74 994 402
442 104 808 401
471 117 980 401
179 93 943 400
387 88 11 399
131 111 98 399
126 114 105 399
279 77 904 399
88 135 563 398
207 87 578 398
112 123 80 397
382 89 523 397
50 164 338 395
71 150 200 394
346 86 393 394
445 112 504 394
73 150 206 393
468 124 734 393
444 113 872 393
196 96 150 392
336 86 605 392
170 104 793 392
391 97 342 391
336 87 510 391
205 95 670 391
403 102 370 390
107 134 490 389
289 87 750 389
458 125 317 388
80 152 356 388
124 128 239 387
127 126 625 387
312 89 831 387
57 170 192 386
193 103 281 386
171 111 65 385
134 127 549 384
240 97 262 383
408 112 299 382
493 150 849 382
108 143 111 381
172 115 289 381
462 135 347 381
319 96 527 381
352 100 976 381
388 108 768 380
151 124 782 380
86 159 234 379
50 185 268 379
229 102 325 379
356 102 800 379
64 175 60 378
122 140 411 377
115 144 708 377
53 185 712 377
338 102 760 377
429 125 43 376
392 113 202 376
115 145 500 376
483 152 964 376
293 101 74 375
259 103 367 375
59 183 774 375
183 118 778 375
57 184 869 375
289 101 920 375
59 184 641 374
146 133 89 373
121 145 608 373
364 111 85 372
373 113 152 372
491 161 378 372
485 158 691 371
354 111 677 370
291 107 170 369
453 143 769 369
391 120 781 369
56 195 121 368
271 109 133 368
356 113 779 368
368 117 260 367
405 127 866 367
68 186 959 367
398 125 63 366
74 183 313 366
467 154 971 366
215 119 391 365
302 111 574 365
256 114 303 364
237 116 354 364
320 115 539 362
250 118 349 361
163 140 403 360
386 129 377 359
196 132 35 357
402 136 54 357
221 126 599 357
291 119 913 357
383 132 521 356
370 128 780 356
366 129 366 355
443 154 550 355
136 158 839 355
326 123 974 355
494 184 286 354
211 132 471 354
73 199 878 354
418 145 919 354
403 140 928 354
65 208 143 352
312 125 544 352
392 138 772 352
199 137 773 352
113 174 821 352
163 151 336 350
417 149 882 350
243 131 158 349
309 127 343 349
250 130 362 349
173 148 450 349
373 136 609 349
87 194 748 349
395 142 767 349
412 148 879 349
466 173 962 349
254 130 473 348
249 131 639 348
313 130 44 347
66 213 104 347
450 168 363 346
380 141 547 346
298 130 583 346
314 131 736 346
429 159 126 345
54 227 142 345
492 196 489 344
259 134 695 344
216 142 15 343
73 213 290 343
252 135 512 343
124 177 581 343
297 133 721 343
139 170 744 343
437 165 816 343
256 135 828 343
369 142 858 343
444 168 927 343
243 138 258 342
452 173 376 342
462 180 72 341
241 139 90 341
198 149 225 341
403 153 492 341
93 200 939 341
220 144 103 340
195 150 110 340
156 165 834 340
236 141 898 340
146 171 561 339
95 201 978 339
129 180 293 338
259 140 408 338
324 140 147 337
474 192 204 337
309 139 465 337
259 142 255 336
411 162 305 335
200 154 395 335
433 173 409 334
405 161 887 334
209 153 969 334
305 143 114 333
65 233 300 333
142 180 156 332
59 241 441 332
293 144 558 332
320 145 948 332
241 149 130 331
394 162 254 330
94 213 410 330
351 153 360 328
289 148 440 328
228 155 888 328
231 155 164 327
364 157 632 327
65 241 735 327
245 154 47 326
191 166 394 326
101 213 675 326
199 165 602 325
497 223 809 325
473 206 449 324
158 182 891 324
434 184 942 324
298 152 982 324
88 227 99 323
92 223 173 323
365 161 623 323
