10000 500 2549197
533 4959 5729 5701
560 4985 595 5697
570 4958 2482 5672
509 4863 1869 5659
612 4985 844 5658
515 4862 6038 5653
589 4950 4639 5652
556 4895 4145 5643
611 4938 4235 5628
508 4791 5870 5615
532 4811 9069 5608
608 4900 9198 5606
541 4803 4564 5596
556 4812 2420 5590
671 4947 1405 5588
532 4775 1761 5586
672 4945 8251 5586
690 4966 8710 5586
530 4738 6313 5564
574 4787 8559 5560
749 4969 8204 5544
602 4790 2889 5540
612 4802 6252 5540
638 4828 5732 5537
791 4993 5650 5528
698 4884 9873 5527
747 4922 7252 5514
612 4753 9997 5510
631 4774 8439 5508
762 4904 2818 5491
556 4647 9032 5488
738 4870 5016 5487
799 4937 3400 5485
863 4994 8661 5475
603 4685 7496 5474
553 4618 7679 5473
634 4720 4402 5472
775 4888 4326 5471
558 4618 9312 5469
853 4968 1366 5465
812 4921 7476 5465
694 4778 3042 5462
506 4536 9764 5462
555 4601 3410 5461
651 4702 5340 5447
863 4952 5942 5447
582 4608 2657 5444
775 4844 7315 5442
700 4752 9226 5440
636 4668 87 5438
797 4859 2914 5435
905 4979 5769 5434
566 4559 697 5427
580 4578 5609 5427
718 4751 3589 5426
930 4991 46 5424
750 4784 8942 5422
771 4797 239 5415
891 4935 4204 5415
699 4708 9999 5414
735 4752 6224 5413
845 4878 7437 5411
930 4961 7776 5404
907 4931 949 5400
898 4915 196 5396
509 4428 6062 5396
854 4865 7755 5396
596 4531 7176 5386
560 4480 8235 5385
784 4761 2605 5382
992 4984 9822 5374
752 4704 9178 5370
630 4540 9297 5364
606 4501 2531 5360
602 4494 6199 5359
518 4375 749 5358
999 4969 1630 5358
1021 4991 1994 5358
897 4856 9987 5358
946 4908 6250 5356
606 4491 3120 5354
597 4474 815 5351
810 4743 6931 5350
823 4759 8961 5350
847 4780 3334 5346
714 4618 4483 5346
872 4810 5192 5346
586 4442 1158 5341
912 4848 8793 5341
705 4596 8486 5339
717 4609 6793 5338
984 4919 9949 5335
745 4636 3585 5333
528 4346 4016 5333
779 4678 6897 5332
771 4657 2137 5325
1076 4996 3315 5321
504 4288 4231 5320
520 4309 7118 5319
554 4352 7548 5315
813 4690 2031 5314
697 4544 8026 5314
1000 4902 3944 5312
1093 4993 7119 5307
1089 4985 7039 5304
865 4737 7620 5304
839 4702 8405 5301
976 4856 2201 5299
1009 4883 8533 5293
727 4548 34 5292
1012 4883 7995 5290
544 4288 6741 5287
881 4727 3922 5285
1020 4880 5611 5283
683 4474 373 5282
601 4358 2836 5280
893 4732 9695 5280
690 4476 3244 5278
631 4395 5980 5277
1033 4885 7791 5276
572 4307 793 5275
1083 4926 2919 5268
818 4623 9852 5268
532 4224 8182 5261
1093 4924 7564 5259
797 4580 2704 5257
780 4559 5963 5257
723 4482 1293 5255
872 4658 1161 5248
690 4421 4969 5245
1182 4994 3508 5244
774 4526 6340 5242
518 4166 8773 5241
784 4523 4337 5232
687 4394 6322 5232
934 4705 7091 5231
565 4219 9088 5231
907 4670 1807 5229
790 4524 6082 5228
789 4521 821 5227
590 4247 2022 5226
726 4436 740 5225
666 4354 8268 5225
680 4371 5401 5224
668 4351 7923 5222
629 4296 9528 5222
842 4578 9656 5221
704 4397 3188 5220
1138 4913 71 5219
682 4362 569 5217
1133 4897 5454 5212
893 4625 5022 5211
872 4590 5625 5205
692 4355 7311 5205
614 4243 3822 5204
820 4519 3797 5201
834 4534 6708 5199
935 4657 8073 5199
942 4663 433 5198
1046 4782 9288 5197
651 4282 6394 5196
912 4620 399 5193
620 4231 2494 5192
1197 4932 3509 5190
858 4546 4466 5188
1041 4760 7654 5186
701 4330 1593 5183
678 4298 4825 5183
800 4464 5480 5183
782 4441 6328 5183
1271 4995 2358 5182
930 4624 8601 5182
888 4569 1385 5179
911 4595 2394 5178
692 4310 3388 5178
683 4295 3341 5177
1249 4966 9200 5177
606 4181 1603 5176
1204 4916 3111 5174
1070 4764 1678 5168
1116 4812 7636 5166
1130 4826 2649 5165
613 4171 2830 5165
1040 4723 4226 5163
523 4019 1219 5158
871 4514 4072 5158
842 4468 2752 5152
929 4574 1732 5151
967 4619 955 5150
536 4025 3920 5150
1220 4896 9685 5148
574 4071 8022 5143
982 4619 3462 5139
774 4354 746 5138
716 4270 2924 5136
1283 4942 8620 5136
941 4565 8801 5136
708 4252 316 5132
755 4317 4717 5131
1240 4888 4060 5128
