10000 500 2340413
4996 511 3619 5295
4956 500 8560 5276
4918 504 6537 5248
4946 536 115 5243
4917 531 7756 5227
4965 579 7321 5224
4827 503 2208 5189
4831 508 2515 5188
4899 577 7723 5181
4806 504 8114 5175
4896 591 5515 5168
4829 548 9830 5156
4868 593 443 5148
4933 652 5203 5148
4855 598 8226 5136
4983 721 3660 5132
4994 737 3120 5128
4939 690 4999 5125
4920 681 2452 5118
4800 573 8733 5118
4873 639 7077 5117
4971 739 4241 5111
4743 535 3738 5110
4907 683 4947 5108
4874 652 5622 5108
4977 758 5438 5101
4755 569 3358 5092
4737 555 3159 5091
4858 668 9042 5086
4703 533 9270 5086
4924 737 5222 5080
4742 576 7143 5078
4696 541 3637 5075
4936 758 1103 5073
4869 700 9909 5070
4856 689 9249 5069
4704 558 7014 5067
4623 502 3807 5059
4974 814 5709 5059
4902 746 1222 5058
4769 628 6451 5057
4830 685 643 5054
4944 794 235 5053
4910 761 2652 5053
4970 820 7093 5052
4764 632 6734 5050
4727 606 9359 5046
4723 608 4874 5042
4736 633 5949 5031
4876 759 7322 5031
4570 518 811 5013
4924 839 4676 5006
4625 573 5427 5005
4858 779 2286 5004
4702 640 9215 5004
4762 693 480 5003
4805 732 9703 5003
4745 679 887 5002
4987 920 381 4993
4767 717 913 4989
4990 931 4267 4987
4840 789 4805 4985
4599 586 7167 4979
4930 889 4906 4975
4659 645 7685 4972
4812 785 8220 4969
4478 503 7693 4968
4621 620 7266 4967
4810 788 6122 4965
4906 889 6677 4958
4991 976 9945 4957
4712 722 1852 4948
4565 603 7750 4944
5000 1006 3321 4942
4910 921 5359 4938
4560 608 87 4937
4914 942 6963 4926
4967 998 5667 4924
4766 809 9839 4920
4861 899 2696 4919
4537 615 223 4917
4474 568 6449 4915
4851 898 332 4913
4670 732 5978 4913
4620 691 7566 4912
4941 993 979 4909
4690 757 4066 4908
4975 1030 1761 4907
4781 840 5023 4907
4379 507 185 4905
4626 708 7821 4903
4698 778 9521 4897
4936 1007 5849 4896
4830 904 5935 4894
4927 1003 1163 4892
4794 873 3809 4892
4637 734 2627 4890
4885 964 4560 4890
4374 525 5923 4888
4349 506 9927 4888
4569 680 6034 4887
4508 634 1662 4884
4574 688 2829 4884
4514 643 319 4881
4572 693 9854 4879
4420 573 6917 4877
4358 526 8486 4877
4537 676 4161 4870
4458 614 4902 4869
4471 626 3879 4867
4406 575 7278 4867
4935 1050 2231 4865
4456 620 3780 4863
4624 760 132 4862
4693 821 9153 4862
4772 903 5181 4855
4367 566 6480 4851
4968 1108 346 4849
4740 883 2308 4848
4802 951 2919 4841
4381 594 713 4837
4709 872 7482 4835
4851 1008 8082 4835
4712 877 4016 4833
4278 523 3036 4832
4908 1071 505 4831
4957 1123 5117 4830
4496 697 8572 4828
4362 592 35 4827
4289 546 9095 4820
4492 705 6310 4819
4652 850 3842 4813
4534 750 3988 4811
4461 690 8667 4811
4608 815 8896 4810
4621 827 7047 4809
4921 1118 3160 4808
4986 1189 6175 4807
4407 653 1261 4806
4254 541 6583 4804
4196 500 8094 4804
4525 751 9111 4804
4736 942 124 4802
4353 620 6653 4799
4246 542 4376 4798
4748 964 9432 4794
4362 636 6071 4792
4808 1025 6637 4792
4750 971 1154 4790
4981 1210 8221 4789
4237 548 7422 4788
4529 781 3845 4784
4614 855 7760 4784
4943 1176 8462 4784
4503 767 4195 4778
4826 1066 6680 4776
4326 629 7398 4776
4153 509 5981 4772
4589 857 8388 4766
4825 1080 4955 4765
4645 909 3828 4764
4788 1046 1497 4763
4432 729 706 4762
4689 952 9069 4762
4691 958 2362 4759
4305 644 7397 4751
4446 758 5961 4749
4256 613 4310 4747
4718 1003 9425 4745
4112 517 7959 4742
4575 880 3783 4739
4762 1054 5356 4739
4514 827 6224 4739
4859 1153 7429 4739
4602 910 4984 4735
