10000 500 2305715
4948 510 4327 5197
4992 572 8425 5192
4999 586 648 5189
4927 500 8545 5187
4931 508 6839 5185
4923 519 7050 5172
4991 615 9121 5165
4946 560 4373 5164
4885 500 3224 5155
4977 643 6875 5136
4902 570 3998 5124
4934 617 4528 5119
4974 674 5687 5115
4890 588 530 5103
4923 634 8574 5100
4996 740 28 5092
4803 501 5680 5092
4806 507 5205 5090
4919 650 4360 5087
4871 596 1060 5083
4847 568 880 5082
4901 636 6646 5081
4828 552 8015 5078
4786 504 3786 5077
4918 665 5787 5077
4879 615 8057 5077
4937 705 453 5067
4807 556 5346 5059
4948 735 8066 5057
4784 549 8990 5046
4862 652 4253 5041
4770 541 5407 5041
4875 671 1302 5039
4971 805 1648 5033
4935 764 4350 5029
4975 822 1144 5026
4732 549 9045 5007
4812 647 5361 5005
4829 670 9200 5004
4973 858 1491 5003
4851 699 1839 5003
4971 861 2174 5000
4713 537 3272 5000
4705 540 5681 4992
4935 843 1917 4982
4888 781 4890 4982
4737 594 5324 4981
4827 708 9165 4979
4798 673 6035 4978
4824 707 2626 4977
4882 794 7875 4969
4862 775 8665 4965
4646 518 3198 4963
4914 846 8247 4963
4771 666 4773 4961
4799 710 4096 4955
4631 515 8892 4953
4874 821 2613 4946
4723 636 5679 4944
4792 723 2602 4942
4980 978 4445 4939
4807 748 1547 4938
4681 598 469 4936
4737 669 6815 4933
4919 919 7928 4924
4728 674 367 4923
4596 521 5460 4923
4595 530 6607 4917
4976 1012 9738 4916
4571 521 1109 4905
4966 1017 4353 4905
4561 520 3184 4898
4770 765 5248 4898
4719 703 7227 4898
4974 1045 1083 4896
4975 1047 2476 4896
4822 836 6719 4896
4965 1039 3532 4892
4713 707 1204 4891
4975 1066 318 4885
4763 778 8405 4885
4951 1032 2978 4884
4977 1071 3530 4884
4872 924 9319 4883
4752 769 7148 4882
4998 1108 204 4881
4643 638 1018 4881
4594 592 329 4875
4957 1058 1514 4875
4961 1064 2127 4874
4801 845 7454 4874
4556 555 4104 4871
4579 583 5953 4869
4751 797 3010 4864
4956 1078 1369 4862
