10000 500 2358756
551 528 5887 5301
505 604 2306 5288
532 573 2240 5287
524 587 8996 5284
598 519 3927 5271
541 599 5852 5264
503 654 2112 5259
553 607 8762 5249
633 525 2325 5240
532 674 3662 5223
616 622 6338 5191
622 615 7766 5191
601 647 6004 5187
525 745 945 5185
643 605 3683 5181
521 757 9190 5181
717 538 7161 5168
518 793 2055 5161
663 617 3825 5158
596 707 8692 5153
668 628 7904 5147
605 707 6973 5146
722 587 8464 5133
555 793 2710 5132
628 715 763 5123
707 621 8462 5122
789 529 2711 5120
737 599 4967 5113
548 837 4023 5111
719 638 2426 5102
611 773 8673 5100
681 700 9259 5091
614 785 8853 5090
825 538 4544 5087
727 660 6685 5081
860 512 3231 5079
752 637 8435 5077
656 759 7928 5073
825 566 3139 5069
873 518 5897 5065
689 737 1199 5062
826 576 5314 5061
686 741 9419 5061
845 561 1401 5057
795 618 2656 5057
663 780 6324 5055
619 841 675 5052
827 591 6432 5051
579 908 1352 5043
599 883 2573 5042
598 884 3737 5042
546 954 9222 5042
588 903 44 5039
702 760 4074 5037
657 818 6641 5036
607 895 99 5028
653 840 7272 5026
712 766 440 5025
809 651 2620 5025
858 596 957 5024
704 780 1387 5023
682 809 5761 5022
902 554 9140 5020
786 697 4615 5013
852 622 613 5012
684 824 3279 5011
698 812 5554 5008
966 503 320 5007
616 920 7601 5006
517 1062 7819 5003
611 934 8241 5002
893 593 2519 5000
795 707 8127 4999
660 882 7005 4994
893 629 9746 4976
821 717 8325 4973
884 646 8070 4972
597 1009 7802 4969
984 544 1526 4966
740 838 6417 4959
643 966 4837 4957
1009 541 8303 4950
753 837 3361 4949
750 843 1455 4948
828 751 186 4946
755 843 9313 4944
759 841 9576 4942
627 1014 3788 4941
527 1157 5463 4941
517 1172 7096 4940
601 1053 5843 4939
741 874 7745 4935
755 859 3991 4934
1003 570 4824 4934
1011 564 2580 4933
915 671 1848 4932
571 1110 8885 4931
682 957 9490 4931
1033 545 193 4930
1062 514 5273 4930
606 1065 633 4928
1052 527 9128 4928
566 1123 9767 4928
1018 570 9243 4924
801 818 9321 4924
978 616 8358 4922
1047 545 1102 4920
569 1136 8142 4918
1043 555 3772 4916
887 727 9272 4916
521 1220 4767 4911
705 960 8542 4911
955 661 2619 4909
995 628 1651 4901
1054 566 1270 4900
862 781 1510 4900
1033 589 7432 4900
1024 599 5331 4899
832 819 6031 4899
725 957 2848 4897
1034 593 4019 4896
1039 588 7068 4896
970 666 3827 4894
840 819 823 4893
1092 540 1497 4890
1107 527 2396 4889
1012 627 9904 4889
788 891 8171 4888
679 1036 1324 4886
1112 537 713 4878
902 768 3846 4878
560 1220 4079 4878
682 1046 6666 4878
1014 641 7830 4878
605 1167 6863 4871
1155 504 7798 4871
741 984 8330 4868
596 1187 5009 4867
731 1007 4345 4862
518 1316 4390 4861
636 1141 1864 4860
656 1120 9248 4856
1129 553 9398 4855
1161 522 1702 4854
1101 584 8557 4854
1067 622 1490 4852
1104 583 9474 4852
1173 517 7189 4849
728 1035 3551 4848
607 1204 5515 4848
754 1007 5113 4844
688 1098 1188 4843
985 726 5161 4843
1185 515 5409 4842
961 759 2706 4839
1024 690 8061 4838
810 949 5864 4835
559 1310 2753 4829
530 1357 7850 4829
988 750 3691 4825
770 1029 697 4818
1036 707 1853 4818
1113 625 2070 4817
784 1014 6493 4816
1106 635 9603 4815
643 1219 357 4810
1232 517 2793 4807
1167 582 5146 4807
804 1004 9483 4806
958 818 9983 4803
691 1166 7130 4801
825 993 1348 4796
1168 598 3412 4796
959 829 3446 4795
1003 790 64 4787
864 957 5999 4787
1242 537 3383 4786
1103 682 5793 4785
649 1255 6422 4785
1055 742 904 4780
502 1497 9982 4779
1110 684 8106 4778
663 1248 4392 4777
628 1302 8175 4776
1085 717 564 4775
686 1218 5190 4775
865 980 4178 4772
991 831 1568 4770
1194 610 1246 4769
835 1030 7673 4765
506 1518 7779 4765
1151 661 3009 4764
988 844 3750 4763
545 1459 3203 4762
531 1486 9160 4760
617 1350 2821 4759
892 967 3486 4759
1153 666 5876 4759
925 933 7226 4755
886 981 9928 4755
775 1137 694 4749
957 903 4543 4749
1214 618 8160 4749
687 1269 2238 4745
948 924 7704 4743
1210 636 2344 4739
905 986 2693 4737
768 1167 3197 4737
653 1337 3065 4736
540 1527 1708 4731
886 1020 7381 4731
597 1438 461 4729
680 1311 507 4728
1036 848 9819 4724
510 1595 3681 4723
625 1404 3877 4723
1021 868 6642 4723
578 1486 7696 4720
880 1052 648 4716
854 1086 5501 4716
1354 526 7564 4715
1268 617 1160 4711
660 1374 2074 4710
759 1229 9639 4709
1102 798 3071 4708
768 1221 3350 4706
697 1329 2790 4704
1158 743 6991 4703
534 1597 2515 4701
675 1368 6155 4701
613 1466 707 4700
1247 655 2280 4699
1319 583 5083 4699
1007 922 5382 4699
1137 772 9306 4699
1255 648 6420 4698
1286 618 6452 4697
688 1357 9493 4696
1394 523 3721 4690
1320 594 7208 4690
737 1295 344 4689
1377 541 1858 4689
672 1396 2392 4688
976 978 2925 4687
1222 699 3275 4687
692 1373 9435 4684
1248 678 9304 4682
642 1458 9260 4680
1189 745 4310 4679
796 1230 7204 4678
720 1342 6774 4677
1072 883 4862 4674
868 1137 6019 4674
563 1604 9964 4673
1325 624 7803 4666
577 1595 7952 4665
1135 828 4438 4663
1303 649 4908 4663
581 1592 5059 4663
507 1729 2355 4661
648 1489 7706 4659
1225 738 1158 4658
1082 900 3158 4656
1320 643 9458 4656
1158 817 5628 4653
958 1055 5809 4653
1431 540 381 4652
972 1040 8647 4651
1334 637 6929 4650
582 1618 9116 4649
814 1257 4674 4648
1179 805 7749 4646
592 1610 8650 4645
512 1757 9147 4643
1264 721 1621 4641
693 1451 5028 4641
655 1513 5857 4640
697 1448 5065 4639
615 1587 1813 4636
1059 959 6295 4635
839 1245 2796 4634
818 1280 1693 4631
674 1501 2458 4630
535 1747 2124 4628
1257 748 1899 4627
1330 678 4852 4624
1385 625 8809 4623
858 1238 8934 4623
671 1521 8984 4622
696 1483 1380 4621
500 1829 5169 4621
844 1263 8760 4620
1004 1052 4447 4619
926 1154 9454 4618
856 1250 5440 4617
971 1098 9743 4616
743 1421 9039 4615
739 1429 9903 4614
758 1401 2084 4613
749 1421 7699 4610
721 1465 6693 4609
1294 738 567 4608
854 1270 8626 4608
768 1396 5351 4607
1107 947 8890 4606
1400 635 4917 4605
846 1285 9353 4605
1311 726 9827 4604
1399 640 4874 4602
1145 909 5139 4602
923 1185 7817 4602
1399 643 2736 4600
672 1565 1456 4599
1449 597 6453 4598
1310 735 8552 4598
1104 964 4414 4597
1102 969 442 4596
1353 694 7466 4596
1149 915 3972 4595
1338 714 4755 4593
1478 578 1090 4592
1091 988 7701 4592
788 1396 4245 4591
1560 505 8863 4591
945 1177 4905 4589
1188 887 453 4584
1570 508 6740 4582
731 1502 7011 4581
809 1384 6561 4580
1209 878 3082 4575
1579 511 5792 4574
553 1829 8172 4574
853 1333 2687 4572
1565 526 4365 4572
565 1812 4174 4571
835 1361 4716 4571
1103 1007 5159 4570
879 1299 7537 4570
1453 634 5532 4569
569 1810 8576 4568
1021 1112 9075 4568
1458 633 4645 4566
1418 675 5263 4564
1373 720 8403 4564
1444 655 1461 4560
1190 921 4616 4560
605 1770 7034 4555
633 1722 767 4554
773 1486 1341 4554
660 1673 4348 4554
882 1328 3174 4551
1447 668 5345 4549
526 1937 7267 4549
628 1743 313 4548
828 1414 6634 4547
1198 932 8236 4547
980 1202 4468 4546
1015 1155 6376 4546
1586 542 6787 4546
1092 1060 1948 4545
1095 1058 391 4544
1616 522 3895 4541
1468 659 6401 4541
1532 599 3754 4540
1158 989 5465 4540
1313 816 5499 4540
768 1521 5521 4540
747 1559 4843 4538
905 1319 7118 4538
1522 613 8631 4537
519 1980 9169 4537
1274 865 8315 4535
1558 583 8287 4534
670 1698 4705 4533
617 1798 1197 4531
1105 1067 7026 4531
944 1277 5442 4530
1567 584 3523 4528
798 1497 4693 4527
986 1225 9328 4527
843 1430 4762 4526
1084 1101 8746 4526
1047 1148 1823 4525
700 1666 25 4523
900 1352 9965 4523
582 1886 5395 4522
658 1746 1499 4520
1540 620 6022 4519
506 2055 5571 4517
750 1598 9186 4515
856 1433 1677 4514
689 1710 4230 4511
1547 625 4919 4511
541 1993 8154 4511
768 1577 5829 4510
883 1405 9109 4507
1684 516 371 4501
565 1970 2631 4500
1563 630 5436 4496
1143 1076 6106 4496
836 1498 5563 4495
500 2121 6987 4495
1143 1080 7217 4493
850 1483 2852 4491
979 1298 7660 4490
1438 760 4533 4489
789 1584 8332 4489
1529 674 7666 4488
869 1460 7963 4488
629 1870 4707 4487
859 1477 4960 4487
1108 1133 9954 4487
1025 1241 2287 4486
1286 925 4903 4486
1389 817 783 4484
1576 635 5158 4484
1117 1127 5419 4484
869 1469 2142 4483
1563 649 7831 4483
636 1869 1966 4482
820 1549 8116 4481
522 2110 3475 4480
836 1525 4442 4480
1431 782 9883 4479
1524 694 2137 4477
1391 827 5820 4476
669 1821 496 4475
1736 508 8317 4474
1092 1178 7328 4472
804 1598 6874 4469
649 1874 1935 4468
763 1668 8797 4468
1557 676 9099 4467
1495 736 3898 4466
1314 925 253 4465
754 1690 740 4464
696 1793 1346 4464
647 1886 1849 4464
517 2160 2232 4464
567 2051 1345 4463
1077 1212 9359 4463
835 1561 526 4462
1411 828 4570 4461
800 1621 2528 4460
1725 538 2110 4458
598 1998 4652 4458
671 1855 1066 4457
787 1651 1857 4456
712 1784 5861 4455
1354 900 5084 4453
773 1684 770 4451
691 1831 8036 4451
1416 839 4479 4450
1599 661 4434 4449
642 1930 930 4448
1181 1106 5647 4447
1265 1009 5778 4446
1325 942 7303 4446
1199 1087 3644 4445
1283 990 8081 4445
1371 894 1925 4444
1693 587 920 4442
647 1935 4422 4442
795 1665 4921 4442
744 1755 5024 4441
1503 765 8293 4440
1588 685 2044 4439
630 1979 3908 4437
1258 1031 9111 4437
694 1858 3476 4435
1788 518 3423 4433
1469 809 4093 4433
1797 510 8000 4433
1581 701 1789 4432
688 1876 8007 4432
1081 1259 3792 4431
533 2207 5749 4431
1113 1217 5899 4431
597 2064 8520 4431
1597 689 2916 4430
1665 628 1164 4429
703 1858 8074 4427
1041 1321 1838 4426
1101 1243 2438 4425
836 1630 4628 4425
712 1851 9511 4423
1496 796 9884 4423
1826 500 9134 4422
1602 697 3268 4421
1127 1217 9430 4420
615 2056 2043 4418
1659 649 6191 4418
1575 729 949 4416
569 2162 2373 4416
1483 819 2986 4416
1176 1161 9806 4416
966 1447 666 4415
757 1786 8366 4414
1544 763 8417 4413
657 1982 2696 4412
738 1827 7366 4411
668 1965 3747 4410
699 1905 4350 4409
1310 1014 8080 4409
1532 782 6833 4408
726 1856 9158 4408
686 1934 8033 4407
858 1629 2410 4406
1242 1097 9690 4406
903 1563 8173 4403
511 2339 4098 4402
766 1799 6321 4400
601 2130 883 4399
861 1638 7519 4399
895 1586 5510 4398
1813 543 235 4397
621 2093 5956 4397
1192 1173 553 4396
518 2346 9131 4393
1736 616 3805 4392
764 1819 6209 4392
1617 724 138 4391
568 2228 3591 4391
1538 799 5631 4391
1294 1061 1828 4390
739 1872 1183 4389
1475 866 2465 4389
776 1804 7555 4389
536 2309 9877 4389
1669 681 686 4387
940 1537 4180 4386
622 2115 5854 4386
845 1691 2401 4385
1532 816 4758 4383
901 1605 2409 4382
1234 1144 9921 4382
