1000 50 27173
498 53 532 608
490 67 237 593
496 73 611 593
482 75 225 582
472 67 63 580
478 73 341 580
466 66 446 576
468 70 322 575
470 72 517 575
454 57 233 574
454 65 969 569
458 70 889 568
487 103 704 567
490 108 125 566
464 89 447 559
483 117 313 555
465 96 577 555
440 71 315 554
468 104 134 552
459 94 635 552
419 58 891 550
410 55 354 546
468 114 218 545
437 84 631 543
459 108 705 543
483 136 789 543
479 135 12 541
459 113 207 539
430 87 196 536
430 89 349 535
497 175 417 532
419 84 636 531
401 72 370 527
496 187 372 524
399 80 543 520
461 148 271 518
458 145 508 518
415 99 38 517
486 186 30 516
416 102 415 515
416 102 627 515
433 125 130 512
380 74 159 512
483 190 193 512
447 143 872 511
439 134 391 510
477 184 890 510
405 102 144 508
373 76 909 506
479 196 545 505
497 230 157 503
499 235 846 503
482 207 747 502
374 82 809 502
471 191 190 501
466 184 661 501
469 189 729 501
488 222 985 499
366 81 143 498
414 125 632 498
403 115 261 497
443 162 582 496
367 86 649 495
477 216 892 493
448 174 804 492
464 198 1 491
351 78 79 491
494 250 153 491
490 243 305 491
477 219 506 491
449 177 842 491
450 180 323 490
391 116 332 488
465 208 78 487
406 133 579 487
313 57 581 487
301 50 771 486
377 107 539 485
321 64 897 485
448 188 790 484
388 119 899 484
321 67 550 483
436 174 567 483
480 244 568 482
367 103 608 482
397 132 179 481
447 191 902 481
333 78 610 480
468 226 724 480
408 146 392 479
480 252 794 478
310 68 604 476
474 245 884 476
342 91 700 475
354 102 400 474
291 59 616 474
414 160 751 474
357 104 854 474
494 295 861 473
325 82 165 472
380 128 230 472
447 209 192 471
298 66 270 471
463 235 346 471
498 313 431 471
346 99 440 471
352 104 683 471
492 297 869 471
290 61 951 471
449 214 138 470
376 126 832 470
460 236 605 468
316 82 394 467
368 123 409 467
366 122 607 467
435 201 210 466
353 111 465 466
488 300 535 466
437 203 742 466
439 209 553 465
400 160 114 464
271 59 816 464
461 248 429 463
474 275 451 463
466 261 357 462
323 94 878 462
390 154 640 461
491 322 668 461
367 131 719 461
311 87 124 460
274 65 150 460
252 55 29 459
403 171 80 459
403 171 160 459
443 226 366 459
452 241 942 459
498 355 317 458
362 130 476 458
491 332 589 458
371 140 406 457
336 110 930 457
356 127 248 456
284 75 925 456
470 283 940 456
432 215 427 455
328 107 111 454
346 121 989 454
461 271 781 453
462 274 594 452
448 248 819 452
