10000 500 2269263
507 530 258 5095
550 550 5173 5048
551 553 9718 5045
515 612 1078 5042
505 645 4260 5032
533 630 1125 5017
561 600 3818 5011
534 639 8758 5011
552 624 8444 5005
638 511 9644 4998
603 576 4998 4989
506 730 9012 4985
585 627 3229 4975
525 736 5988 4966
616 632 2728 4947
705 526 7537 4935
596 685 6679 4934
555 749 4950 4933
576 719 5398 4932
590 707 641 4927
633 645 7700 4926
553 767 2121 4925
663 603 2571 4925
528 811 8312 4923
666 604 5599 4922
617 686 6906 4916
572 760 6706 4913
599 721 594 4912
541 813 9448 4911
540 825 1123 4905
759 505 9149 4904
569 783 4150 4903
619 711 2358 4901
649 666 8561 4901
733 548 1405 4899
614 725 7453 4897
772 510 8367 4890
521 899 4222 4883
614 761 7935 4877
635 738 4039 4872
707 645 3444 4865
555 884 1643 4862
748 599 5617 4858
535 929 3684 4856
600 827 5168 4854
538 936 4812 4850
778 572 2400 4849
507 992 4066 4848
758 607 7945 4845
527 967 8049 4843
654 767 5092 4841
574 903 7254 4836
577 899 1906 4835
555 937 249 4834
675 756 216 4829
823 554 9696 4823
794 599 2430 4820
853 519 8607 4820
603 887 9787 4819
774 630 994 4818
701 742 2986 4815
678 779 3809 4814
790 619 5622 4812
797 612 2724 4810
698 756 3412 4810
711 743 1804 4806
681 788 2890 4806
748 693 2087 4804
565 981 3621 4803
512 1077 8696 4802
671 815 6983 4800
648 853 735 4799
723 745 462 4795
524 1087 9116 4786
845 593 4239 4782
608 951 8227 4782
891 535 4796 4780
864 575 7383 4778
505 1145 4265 4775
625 936 6259 4775
615 955 6305 4774
753 750 143 4767
696 841 8137 4765
657 902 8149 4765
681 866 6767 4764
759 762 948 4756
888 582 7246 4754
671 904 3742 4753
655 931 9981 4752
767 758 2873 4751
810 697 8014 4750
918 552 7417 4748
648 952 3139 4747
795 724 9183 4747
669 919 6678 4746
761 785 7100 4741
581 1081 3101 4740
821 704 8009 4737
794 753 4940 4732
709 886 839 4730
753 819 2244 4729
929 580 9088 4723
764 815 3171 4722
672 965 65 4720
871 664 7849 4720
799 777 8272 4714
558 1182 4922 4711
673 980 7170 4711
974 542 7077 4710
841 728 8621 4707
504 1296 1418 4706
763 848 453 4705
505 1307 2706 4700
1021 512 882 4691
724 936 6003 4691
552 1238 5457 4690
635 1095 7595 4686
758 891 9039 4686
968 591 4017 4685
890 704 5509 4681
644 1092 1801 4679
939 641 1799 4678
789 858 3894 4678
596 1180 7846 4678
541 1296 5572 4673
854 773 8825 4671
