10000 500 1756383
518 534 3342 4075
530 531 5786 4068
555 506 8609 4066
546 520 9585 4063
537 552 7516 4049
580 508 5842 4046
537 558 4203 4045
604 526 758 4016
558 586 8918 4011
569 584 5617 4004
580 579 9082 3999
654 521 2149 3983
565 641 3014 3970
642 563 8212 3963
559 664 7769 3959
664 547 922 3958
673 564 7520 3940
613 632 9271 3939
731 509 6588 3935
545 726 6569 3930
650 618 7006 3921
608 672 6275 3917
708 569 7218 3911
554 748 9063 3909
776 507 3814 3904
545 769 8718 3903
677 622 5353 3898
500 836 5620 3897
544 786 4825 3893
529 828 779 3879
647 686 7853 3878
712 614 9235 3877
576 774 8583 3876
544 817 5111 3874
798 532 5790 3871
808 524 3295 3869
558 819 3235 3862
684 674 7960 3858
615 757 6310 3857
777 577 6286 3855
612 763 6613 3855
774 584 1057 3852
500 919 4280 3847
656 724 8074 3847
506 922 3264 3840
620 779 3319 3839
757 629 7768 3834
701 694 249 3832
886 509 5495 3824
710 696 8033 3824
837 559 8268 3824
821 579 7736 3821
839 563 6060 3820
555 892 9976 3819
756 660 2046 3814
731 691 1750 3812
891 533 3942 3804
553 930 5108 3798
675 779 152 3796
889 547 711 3795
610 861 9595 3795
622 850 2377 3792
952 502 3352 3783
658 824 1091 3781
808 652 3240 3781
939 519 780 3780
649 837 1878 3780
968 503 4791 3771
518 1024 8767 3770
600 915 6105 3769
862 614 648 3768
570 957 6816 3768
667 838 8368 3765
735 758 2554 3764
652 858 2879 3764
546 995 5211 3764
784 706 1315 3762
512 1054 2201 3758
692 822 2442 3756
697 821 3123 3753
921 575 3803 3753
859 639 668 3752
686 841 2284 3748
806 706 3727 3746
882 626 2229 3745
932 576 5844 3744
999 514 8964 3742
830 687 1316 3741
973 540 7841 3741
998 519 7669 3739
541 1051 46 3736
580 1003 1628 3732
769 769 8934 3732
557 1036 1361 3731
856 674 2761 3731
958 572 4644 3729
746 803 2121 3727
573 1025 9443 3725
610 979 4623 3723
966 574 518 3722
912 634 3404 3718
779 780 2076 3717
504 1138 8993 3716
810 749 4790 3714
685 897 7022 3714
1053 504 4651 3712
750 822 6914 3711
857 704 4843 3710
560 1071 8045 3709
644 957 8408 3709
636 976 4878 3704
716 877 4249 3702
612 1012 349 3701
504 1168 9061 3700
823 761 2000 3696
702 911 4747 3692
740 868 8564 3690
1014 573 8422 3689
958 631 7743 3687
942 647 8360 3687
648 994 9302 3683
601 1061 1005 3681
975 623 5125 3680
838 769 8369 3680
903 700 360 3679
1003 597 5516 3679
731 901 9433 3676
972 635 8346 3674
890 725 1163 3671
883 739 673 3667
851 774 5208 3667
891 731 4931 3666
589 1106 5302 3665
1006 614 5515 3665
675 988 8172 3665
584 1120 4131 3661
536 1192 788 3660
1014 622 6032 3654
703 972 4169 3653
806 847 4712 3653
685 995 5386 3653
643 1068 241 3643
1129 529 1169 3642
623 1107 1441 3636
1045 617 7316 3636
885 782 8403 3636
1039 633 3299 3628
1106 572 1721 3626
715 1002 4424 3625
1117 572 7207 3619
1176 521 1088 3617
590 1196 1410 3613
962 735 4814 3612
1162 541 2952 3611
1156 549 4075 3609
608 1179 9897 3607
573 1234 238 3606
585 1224 5635 3601
537 1300 8232 3600
812 923 5340 3599
948 769 7666 3599
954 770 6413 3594
737 1029 3558 3591
673 1119 1879 3589
1039 688 3870 3589
854 888 8658 3589
1129 602 3110 3588
863 882 8456 3587
1248 502 7347 3583
822 937 4036 3582
519 1369 1408 3579
704 1098 7111 3576
1073 682 7319 3570
1067 690 9221 3568
913 854 7268 3567
982 785 4575 3563
1189 585 2817 3560
529 1394 2696 3558
878 908 5378 3558
871 919 9695 3556
621 1258 9262 3552
848 958 5218 3549
533 1404 6966 3549
1165 625 7552 3547
563 1358 8135 3547
1267 535 3162 3546
852 960 7132 3545
1019 774 597 3544
1174 621 8801 3544
1291 518 872 3543
697 1168 7083 3541
1192 613 4004 3538
1112 688 5754 3538
783 1062 2906 3535
954 858 6854 3534
1325 504 1990 3532
1092 717 261 3531
568 1383 6307 3530
533 4999 2772 3528
1309 524 7363 3527
660 1249 1646 3525
856 989 2391 3523
978 849 2105 3522
511 4946 6508 3521
913 928 5705 3519
862 990 7528 3518
769 1109 3118 3517
705 1199 5107 3516
584 1388 1 3514
583 1391 3559 3513
1055 787 187 3509
1120 720 7728 3509
534 1487 9186 3506
1135 712 1432 3505
683 1250 4302 3505
560 5000 8412 3505
524 1512 2759 3503
1018 836 7042 3502
1086 765 7726 3502
1081 771 2909 3501
1200 666 7077 3493
976 898 5745 3491
646 1337 6624 3488
978 902 6147 3487
1121 751 6492 3487
918 976 124 3484
552 4940 2899 3482
783 1156 1008 3478
808 1124 2435 3477
1219 675 8112 3474
1114 782 1577 3470
976 930 4725 3470
980 930 718 3467
994 916 2994 3466
788 1169 7242 3466
538 4880 6488 3465
1345 576 3428 3464
568 1514 5657 3463
595 4974 3651 3462
556 4905 4483 3462
872 1068 8521 3461
1285 633 6198 3460
1314 609 4443 3459
738 1252 7985 3459
659 1377 4373 3456
1157 760 7606 3455
584 4938 1164 3454
583 1510 2378 3452
1282 648 912 3451
850 1112 8194 3451
1136 788 7957 3450
1395 555 9874 3448
828 1147 6615 3447
852 1117 8505 3447
943 1006 935 3445
1131 801 1227 3444
1414 547 1277 3443
1081 854 4299 3443
817 1169 5450 3443
1380 575 7396 3443
630 1450 2897 3442
886 1082 689 3441
633 4997 4195 3441
1347 605 8582 3441
930 1031 3374 3439
977 976 4348 3439
1064 879 8742 3439
1000 951 515 3438
564 4870 1381 3438
764 1256 1953 3435
1067 882 9601 3435
1121 827 1037 3433
513 4755 2955 3430
1447 538 2930 3429
823 1185 3457 3429
791 1234 8253 3426
896 1096 7038 3425
791 1235 7334 3425
506 1717 3973 3424
520 4757 9113 3424
532 4773 4476 3421
1064 908 6915 3419
568 4836 2426 3418
1143 828 2988 3417
625 1511 9650 3415
623 4925 3670 3413
1326 662 7498 3412
998 994 443 3411
1456 554 570 3411
1502 518 4333 3411
878 1143 752 3410
844 1190 6151 3409
642 4950 6999 3409
1201 783 4970 3408
518 1727 7671 3408
1239 748 6233 3407
1200 787 5888 3406
515 4704 6088 3405
1215 773 8343 3405
573 1631 2835 3403
555 1665 3658 3403
1367 638 6403 3403
662 1478 5622 3400
684 1447 2424 3398
802 1267 4804 3398
1028 980 5390 3398
941 1084 7118 3397
587 4824 1047 3396
1444 583 7663 3396
1532 515 3934 3395
536 4712 3669 3390
1409 620 1136 3389
1170 841 7045 3389
536 4708 6314 3388
671 1491 7941 3386
1279 740 7490 3385
581 1666 8453 3380
538 4692 4396 3379
653 4906 2409 3378
682 1490 6440 3377
699 4981 1399 3376
1135 895 6513 3376
1402 643 7665 3376
1396 648 7834 3376
660 1529 9222 3376
677 4941 1660 3375
1078 958 6977 3375
603 4808 1692 3374
518 4634 3774 3373
993 1061 6962 3372
950 1113 8059 3372
1075 967 6023 3371
1473 592 6552 3371
854 1243 2125 3369
704 4975 2672 3369
879 1212 3488 3368
752 1395 5109 3368
1208 833 2590 3367
878 1215 8157 3367
728 1437 6749 3365
1535 550 7933 3365
530 1805 7028 3364
633 1603 6830 3363
849 1261 7732 3363
508 1859 2666 3362
698 1499 8423 3359
529 1822 3072 3358
1420 652 4856 3358
523 1834 8358 3358
595 1690 1982 3356
1443 638 4967 3354
875 1242 9022 3353
617 1657 1338 3352
828 1309 2764 3352
774 1390 3101 3352
740 1444 6075 3352
734 1454 2016 3351
663 4869 3057 3351
623 1648 9349 3351
508 4553 894 3349
1463 628 1518 3349
956 1143 2553 3349
816 1335 589 3348
649 4837 1935 3347
808 1347 2828 3347
844 1302 633 3343
537 1840 2382 3343
626 4785 4563 3343
1612 522 2008 3342
1293 787 1288 3341
709 4928 3918 3340
