1000 50 22887
66 499 678 520
69 490 664 511
60 474 794 507
65 469 481 500
78 481 90 499
81 476 344 493
93 477 81 485
60 436 874 482
51 423 187 481
133 498 679 474
54 411 65 471
53 408 64 470
88 449 827 469
124 483 926 468
112 470 420 467
132 484 282 464
74 423 85 463
82 432 206 462
67 412 437 461
55 395 941 461
51 386 667 459
130 472 35 456
171 499 935 452
153 485 937 452
71 402 965 452
102 438 406 451
117 452 859 450
123 454 193 448
71 396 483 448
104 434 586 447
171 490 604 445
118 446 689 445
105 432 922 445
128 454 979 444
58 366 105 442
155 474 489 442
58 366 511 442
125 445 195 440
171 484 737 440
142 459 58 439
194 498 557 438
169 479 516 437
58 355 848 436
194 493 458 434
57 349 616 434
154 462 67 433
87 392 404 433
107 416 816 433
132 439 312 431
97 401 462 431
89 390 680 430
171 469 257 428
135 438 393 428
169 466 842 427
52 323 243 426
115 413 130 425
120 419 171 425
154 452 287 425
52 318 522 424
217 495 644 424
160 453 253 422
169 458 280 420
196 477 370 420
94 376 97 418
84 362 495 418
151 439 900 418
50 296 148 417
76 347 656 417
105 384 155 414
71 330 837 413
180 456 500 412
229 489 545 412
127 401 16 408
61 299 571 408
120 391 602 407
107 375 940 407
229 481 612 405
100 360 185 404
140 409 414 404
82 332 526 404
226 476 416 403
77 321 980 403
162 426 548 401
96 349 569 401
143 408 676 401
85 329 461 400
83 323 240 399
56 264 780 399
203 457 814 399
122 380 79 398
93 335 40 396
281 496 53 396
74 299 503 396
185 440 806 396
138 394 615 395
58 258 851 395
63 269 9 394
218 461 781 394
269 488 182 393
179 431 377 393
243 475 450 393
108 353 774 393
66 271 366 392
197 441 696 390
161 410 844 390
214 453 945 390
82 300 19 389
189 434 177 389
127 371 349 389
85 306 536 389
61 248 687 389
250 473 73 388
79 292 300 388
154 401 389 388
254 475 704 388
61 239 845 387
249 470 804 386
52 192 699 385
125 363 902 385
149 390 661 384
292 488 730 384
92 308 946 384
319 496 39 383
185 423 715 383
92 306 778 383
64 234 98 382
293 485 332 381
98 312 104 380
293 484 447 380
259 468 502 380
65 229 682 380
61 209 485 379
57 77 905 379
74 252 21 378
58 184 236 378
294 482 286 378
54 143 562 378
58 183 621 378
89 289 750 378
60 198 861 378
142 373 964 378
59 186 33 377
58 178 76 377
96 299 83 376
241 454 224 376
257 463 607 376
56 145 630 376
62 69 48 375
123 342 272 375
102 307 632 374
115 327 713 373
63 77 736 373
124 341 839 373
77 242 742 372
179 403 939 372
319 484 954 372
145 365 189 371
467 499 677 371
392 498 779 370
64 153 357 369
427 499 523 369
70 200 576 369
107 303 25 368
385 494 770 367
74 52 218 366
132 340 270 366
72 64 323 366
66 127 544 366
421 495 570 365
373 490 802 365
126 328 37 364
154 365 234 364
74 66 397 364
372 489 468 364
194 404 267 363
179 390 653 363
205 413 757 363
69 146 928 363
282 460 219 362
250 443 361 362
84 231 720 362
75 192 866 362
72 93 962 362
204 410 582 361
348 480 51 360
99 267 135 360
419 490 165 360
79 202 210 360
298 464 391 360
262 447 578 360
229 426 250 359
218 418 318 359
274 452 356 359
132 328 472 359
178 383 684 359
124 314 989 359
394 486 322 358
87 225 820 358
74 123 968 358
487 483 179 357
116 296 299 357
101 259 88 355
262 442 303 355
77 121 372 355
499 479 828 355
327 468 251 354
369 478 564 354
136 325 703 354
481 481 947 354
222 414 77 353
114 281 169 352
97 239 518 352
121 294 551 352
109 270 825 352
496 475 381 351
122 295 428 351
81 114 666 351
227 414 482 350
199 391 927 350
367 474 936 350
83 124 850 349
499 471 100 348
271 438 107 348
129 301 857 348
429 478 872 348
152 336 907 348
277 440 339 347
496 471 449 347
126 294 830 347
251 426 915 347
89 173 225 346
87 151 341 346
398 474 422 346
115 268 597 346
368 469 127 345
91 84 15 344
96 54 34 344
189 374 537 344
95 198 605 344
205 388 731 344
439 474 809 344
227 406 875 344
225 404 255 343
410 472 343 343
259 426 418 343
180 363 446 343
188 371 681 343
288 440 69 342
496 466 146 342
116 260 229 342
478 469 324 342
107 233 385 341
364 464 572 341
360 463 910 341
104 219 202 340
348 459 782 340
230 403 986 340
100 199 532 339
363 462 738 339
288 437 793 339
140 302 973 339
111 235 14 338
394 466 921 338
107 220 87 337
391 464 117 337
384 464 126 337
344 455 157 337
96 108 289 337
261 420 296 337
98 175 613 337
95 117 654 337
177 351 818 337
135 290 919 337
425 466 510 336
227 396 901 336
96 120 969 336
221 390 96 335
217 387 175 335
338 452 207 335
281 429 454 335
156 318 263 334
439 464 367 334
234 399 407 334
259 416 540 334
110 217 795 334
366 456 208 333
425 463 293 333
105 191 348 333
170 336 624 333
457 462 835 333
217 383 238 332
