10000 500 1705102
4969 4949 2423 3923
4943 4946 185 3901
4957 4929 5528 3901
4997 4829 4500 3872
4916 4933 4758 3872
4901 4922 1416 3853
4927 4877 9920 3846
4937 4832 4498 3826
4829 4964 1490 3824
4824 4970 6110 3824
4837 4953 8030 3823
4989 4738 5909 3812
4773 5000 803 3804
4810 4948 3574 3799
4766 4994 5855 3795
4894 4832 6921 3792
4893 4820 7679 3784
4976 4706 6357 3783
4930 4764 5484 3780
4824 4892 821 3774
4899 4762 559 3754
4956 4674 8307 3748
4963 4661 8016 3746
4763 4909 1727 3738
4930 4690 5074 3736
4724 4941 6450 3729
4992 4576 2693 3723
4939 4654 4059 3723
4756 4892 4052 3722
4656 4996 6671 3714
4795 4831 7309 3713
4811 4809 6138 3712
4644 4996 1609 3705
4763 4842 4599 3695
4740 4866 7820 3693
4617 4997 1418 3685
4798 4781 6916 3685
4725 4864 9172 3680
4824 4738 5062 3679
4996 4489 8936 3679
4993 4493 4202 3678
4898 4629 6838 3675
4834 4708 4903 3669
4865 4664 518 3668
4766 4790 4618 3665
4952 504 9870 3665
4971 4501 5098 3664
4627 4942 4077 3656
4685 4866 2839 3650
4963 550 9607 3649
4569 4991 2205 3646
4832 4671 9793 3646
4968 4471 1868 3645
4606 4938 8444 3638
4895 4565 2025 3636
4656 4875 2392 3634
4698 4817 1912 3629
4947 570 1732 3625
4705 4797 1130 3622
4770 4714 5776 3622
4693 4811 4967 3621
4979 630 7550 3620
4971 4416 3671 3619
4565 4954 1180 3618
4828 4629 3306 3618
4778 4698 6334 3618
4986 4382 1397 3614
4895 514 3191 3612
4991 674 256 3608
4961 630 1890 3605
4911 4483 6476 3604
4944 4428 2590 3602
4537 4959 1675 3601
4946 4420 6893 3600
4623 4856 9980 3597
4505 4980 2053 3592
4868 4526 7938 3592
4541 4941 226 3591
4669 4792 971 3591
4920 590 9450 3591
4998 4314 2813 3590
4934 4418 1796 3588
4873 526 1357 3587
4682 4768 626 3586
4950 4388 3355 3586
4918 4440 8930 3586
4538 4934 8980 3585
4824 4574 3697 3583
4897 571 3320 3582
4864 528 8933 3578
4494 4970 5953 3577
4922 4401 8166 3569
4973 4314 6994 3568
4782 4608 8776 3568
4485 4959 1235 3563
4758 4632 4284 3563
4903 4418 4327 3562
4869 567 2394 3561
4882 594 4181 3557
4505 4929 7132 3557
4594 4828 8616 3556
4861 4471 1481 3555
4791 4572 6311 3555
4568 4855 1198 3554
4774 4593 2024 3553
4932 4351 642 3552
4675 4720 8060 3550
4968 4284 6134 3549
4610 4796 4340 3548
4843 4483 4743 3547
4572 4837 6997 3546
4900 644 7062 3546
4935 4336 8107 3546
4881 614 8652 3546
4990 4234 7755 3543
4985 4234 2819 3539
4665 4712 4877 3538
4882 4405 4978 3537
4889 642 7343 3537
4990 820 179 3535
4837 4466 239 3533
4776 4554 574 3532
4708 4639 9556 3527
4463 4929 9472 3526
4787 512 6071 3524
4637 4726 9082 3524
4467 4917 6549 3521
4745 4576 6263 3519
4847 4426 7129 3519
4866 640 7305 3519
4721 4602 5035 3515
4886 686 1760 3512
4481 4888 9532 3511
4653 4683 250 3510
4822 591 8883 3509
4426 4940 1618 3507
4954 4223 9 3506
4762 507 5262 3506
4961 4209 7639 3506
4838 4412 929 3504
4921 761 5267 3503
4479 4873 2826 3500
4793 4467 2841 3497
4931 797 5739 3494
4517 4819 8752 3492
4814 610 573 3491
4821 621 1852 3491
4369 4976 3181 3491
4985 902 6218 3491
4524 4803 6323 3487
4640 4660 2596 3486
4659 4635 6787 3486
4756 535 8111 3485
4975 898 1122 3484
4956 871 7589 3480
4536 4777 7631 3479
4844 686 6909 3476
4750 4491 1060 3475
4744 4498 4625 3474
4779 589 5295 3474
4732 520 6239 3474
4812 649 9231 3469
4933 4178 297 3466
4855 4303 7864 3461
4975 953 2969 3459
4574 4698 8316 3458
4814 4358 4055 3455
4989 4040 1631 3453
4342 4949 3669 3453
4385 4905 4449 3453
4983 4052 6954 3453
4796 654 5671 3452
4409 4876 4130 3450
